Date,S&P 500,S&P MidCap 400,S&P Small Cap 600,World Developed - Ex. U.S.,Emerging Markets,US Corporate Bonds,U.S. Treasury Bills,US Treasury,Putnam Asset Allocation: Growth A,Vanguard Wellington,Rf
2010-08-06,0.01873,0.0157,-0.00294,0.02972,0.02161,0.00512,3.0e-5,0.00319,0.01699,0.01557,6.0e-5
2010-08-13,-0.03711,-0.04803,-0.06011,-0.04652,-0.02798,0.00456,3.0e-5,0.00573,-0.04111,-0.02313,5.0e-5
2010-08-20,-0.00651,0.003,0.00172,-0.01015,0.00933,0.00839,3.0e-5,0.00444,0.00089,-0.00426,5.0e-5
2010-08-27,-0.00619,-0.00281,0.01006,-0.00184,-0.01825,-0.00544,3.0e-5,-0.00172,-0.00535,-0.00588,5.0e-5
2010-09-03,0.03797,0.04431,0.04139,0.0394,0.03376,-0.00235,5.0e-5,-0.00186,0.03096,0.02392,5.0e-5
2010-09-10,0.00488,-0.00336,-0.01245,0.00916,0.01061,-0.00152,2.0e-5,-0.00424,0.00261,0.00131,5.0e-5
2010-09-17,0.01501,0.02274,0.02291,0.01524,0.02392,0.00341,1.0e-5,0.00347,0.01519,0.00891,5.0e-5
2010-09-24,0.02068,0.01994,0.02878,0.02492,0.01647,0.00687,5.0e-5,0.00583,0.02095,0.01533,5.0e-5
2010-10-01,-0.00178,0.01006,0.00894,0.00486,0.0323,0.00718,-1.0e-5,0.00482,0.00754,0.00102,5.0e-5
2010-10-08,0.01709,0.00943,0.02103,0.02609,0.01256,0.00884,4.0e-5,0.00542,0.01621,0.0138,5.0e-5
2010-10-15,0.00958,0.0106,0.017,0.01189,0.01762,-0.01279,2.0e-5,-0.00783,0.01104,-0.00038,5.0e-5
2010-10-22,0.00607,0.00631,0.00045,-0.00557,-0.01324,0.00476,3.0e-5,0.00242,0.0,0.0053,5.0e-5
2010-10-29,0.00038,0.00541,-0.00082,-0.00229,0.00098,0.001,4.0e-5,-0.00102,0.00324,-0.001,5.0e-5
2010-11-05,0.03643,0.03885,0.04725,0.03329,0.04296,0.00472,3.0e-5,0.00174,0.03468,0.02411,5.0e-5
2010-11-12,-0.02103,-0.01961,-0.02014,-0.02328,-0.02918,-0.01133,3.0e-5,-0.00933,-0.02416,-0.01839,5.0e-5
2010-11-19,0.001,0.00798,0.00255,-0.00207,-0.00901,-0.00422,1.0e-5,-0.00444,0.0016,0.0,5.0e-5
2010-11-26,-0.00823,0.01088,0.01495,-0.02971,-0.02911,-0.00055,0.0,0.00119,-0.01196,-0.01049,5.0e-5
2010-12-03,0.03025,0.03216,0.03088,0.03208,0.03857,-0.00616,5.0e-5,-0.0051,0.02946,0.01868,5.0e-5
2010-12-10,0.01321,0.01413,0.02534,0.00304,-0.00694,-0.0084,7.0e-5,-0.01206,0.00666,0.00781,5.0e-5
2010-12-17,0.00306,0.00441,0.0087,-0.0001,0.00304,0.00229,4.0e-5,0.00091,0.0,0.00258,5.0e-5
2010-12-24,0.01073,0.00912,0.01121,0.01525,0.0108,-0.00294,1.0e-5,-0.00369,0.00974,0.00711,5.0e-5
2010-12-31,0.00091,-0.0035,-0.00959,0.0099,0.02326,0.00942,2.0e-5,0.00577,0.00501,0.00414,5.0e-5
2011-01-07,0.0116,0.00377,0.00094,-0.00807,-0.00719,0.00023,-2.0e-5,-0.00118,0.00499,0.00582,5.0e-5
2011-01-14,0.01724,0.02279,0.02413,0.02507,0.01067,0.00096,2.0e-5,0.00049,0.01833,0.01314,5.0e-5
2011-01-21,-0.00747,-0.01794,-0.03658,-0.00334,-0.01787,-0.00228,2.0e-5,-0.00299,-0.01275,-0.00071,5.0e-5
2011-01-28,-0.00532,0.00392,0.0074,0.00442,-0.00928,0.00579,4.0e-5,0.00526,-0.00304,-0.0025,5.0e-5
2011-02-04,0.0274,0.0299,0.02635,0.01877,0.0009,-0.01347,4.0e-5,-0.01423,0.02743,0.01361,5.0e-5
2011-02-11,0.01463,0.02635,0.02626,-0.00104,-0.02954,0.0027,8.0e-5,-0.00093,0.00704,0.00683,5.0e-5
2011-02-18,0.01104,0.01341,0.01391,0.02148,0.02712,0.00519,4.0e-5,0.00322,0.01252,0.0103,5.0e-5
2011-02-25,-0.01667,-0.01795,-0.01735,-0.0147,-0.02123,0.00805,-1.0e-5,0.00808,-0.01709,-0.00857,5.0e-5
2011-03-04,0.00123,0.00474,0.00652,0.01124,0.0335,-0.00097,5.0e-5,-0.00176,0.00703,0.00117,5.0e-5
2011-03-11,-0.0121,-0.01575,-0.02257,-0.03531,-0.02562,0.0046,9.0e-5,0.00495,-0.0169,-0.00863,5.0e-5
2011-03-18,-0.01913,-0.01053,-0.00953,-0.02464,-0.0089,0.0047,1.0e-5,0.00575,-0.01756,-0.01,5.0e-5
2011-03-25,0.02719,0.02949,0.03363,0.03345,0.04166,-0.00659,2.0e-5,-0.00785,0.02587,0.0145,5.0e-5
2011-04-01,0.0145,0.0272,0.02751,0.00764,0.03704,0.00052,4.0e-5,-0.0003,0.02188,0.01195,5.0e-5
2011-04-08,-0.00259,-0.00868,-0.00819,0.0174,0.01883,-0.00242,4.0e-5,-0.00445,0.00327,0.00127,4.0e-5
2011-04-15,-0.00625,-0.00492,-0.00483,-0.01241,-0.019,0.01002,-1.0e-5,0.00888,-0.00868,-0.0037,4.0e-5
2011-04-22,0.01351,0.01281,0.01234,0.0212,0.01934,0.00138,1.0e-5,0.00062,0.01423,0.0058,4.0e-5
2011-04-29,0.01987,0.02044,0.02359,0.02007,-0.00118,0.00746,2.0e-5,0.0066,0.01799,0.01881,4.0e-5
2011-05-06,-0.01682,-0.02563,-0.03007,-0.02354,-0.03377,0.00824,3.0e-5,0.00634,-0.02615,-0.00997,4.0e-5
2011-05-13,-0.00108,0.00546,0.00697,-0.02066,-0.01586,-0.00061,-0.0,0.00051,-0.00363,-0.00366,4.0e-5
2011-05-20,-0.00279,-0.00689,-0.0085,-0.00671,-0.00607,0.00226,-1.0e-5,0.00222,-0.00182,-0.00149,4.0e-5
2011-05-27,-0.00109,0.00375,0.00774,0.00345,0.00626,0.00277,-0.0,0.00506,0.00182,0.0015,4.0e-5
2011-06-03,-0.02302,-0.02905,-0.03213,-0.00311,0.00895,0.00172,3.0e-5,0.00358,-0.01493,-0.0116,4.0e-5
2011-06-10,-0.02215,-0.0303,-0.03213,-0.02473,-0.0216,0.00091,0.0,0.00219,-0.02329,-0.01371,4.0e-5
2011-06-17,0.00099,0.00133,0.00789,-0.01214,-0.02038,0.00021,1.0e-5,0.00113,-0.00341,-0.00024,4.0e-5
2011-06-24,-0.00224,0.01428,0.01495,-0.00567,0.00766,0.00241,2.0e-5,0.00406,0.0019,-0.00283,4.0e-5
2011-07-01,0.05666,0.05228,0.05743,0.04983,0.03865,-0.01317,-1.0e-5,-0.01468,0.04738,0.03226,4.0e-5
2011-07-08,0.00354,0.01024,0.01332,-0.00305,0.00639,0.01322,1.0e-5,0.00936,0.0029,0.00195,4.0e-5
2011-07-15,-0.02045,-0.02858,-0.02603,-0.02318,-0.02279,0.00319,2.0e-5,0.00453,-0.01913,-0.01417,4.0e-5
2011-07-22,0.02223,0.01608,0.01512,0.03127,0.01768,-0.00059,-2.0e-5,-0.00176,0.01803,0.01275,4.0e-5
2011-07-29,-0.03906,-0.04856,-0.04935,-0.02377,-0.01291,0.01016,-5.0e-5,0.00788,-0.03072,-0.02117,4.0e-5
2011-08-05,-0.07151,-0.1043,-0.09348,-0.09736,-0.08523,0.0084,0.00012,0.01087,-0.07494,-0.04314,4.0e-5
2011-08-12,-0.01637,-0.00165,-0.02309,-0.00657,-0.04758,-0.00123,-0.0,0.01327,-0.01814,-0.0121,4.0e-5
2011-08-19,-0.04632,-0.06515,-0.06397,-0.03453,-0.02122,0.00247,1.0e-5,0.00919,-0.03982,-0.02189,4.0e-5
2011-08-26,0.04775,0.06117,0.06081,0.00803,0.00452,-0.01187,0.0,-0.00432,0.03078,0.01998,4.0e-5
2011-09-02,-0.0018,-0.00305,-0.00998,0.02439,0.04599,0.016,-1.0e-5,0.00856,0.00456,0.00335,4.0e-5
2011-09-09,-0.01651,-0.01142,-0.01255,-0.05127,-0.02815,-0.0,2.0e-5,0.00347,-0.01858,-0.01557,4.0e-5
2011-09-16,0.05418,0.05246,0.05572,0.01828,-0.01447,-0.01076,0.0,-0.00584,0.03576,0.02999,4.0e-5
2011-09-23,-0.06525,-0.08265,-0.0814,-0.07277,-0.11548,0.00588,0.0,0.01431,-0.06539,-0.04094,5.0e-5
2011-09-30,-0.0041,-0.01608,-0.00646,0.02185,0.01735,-0.00536,-1.0e-5,-0.00444,-0.00652,0.00521,5.0e-5
2011-10-07,0.02208,0.02311,0.0237,0.01645,0.00216,-0.01081,1.0e-5,-0.00581,0.01487,0.01175,5.0e-5
2011-10-14,0.06008,0.07116,0.07916,0.04558,0.05949,0.00287,-1.0e-5,-0.00635,0.05647,0.0351,5.0e-5
2011-10-21,0.01141,0.00645,0.00141,0.00145,-0.01695,0.01083,2.0e-5,0.00078,0.0053,0.01183,5.0e-5
2011-10-28,0.03794,0.05761,0.06536,0.06262,0.09316,0.00832,0.0,-0.00364,0.04545,0.02684,5.0e-5
2011-11-04,-0.02449,-0.01198,-0.01742,-0.05598,-0.02067,0.01033,0.0,0.01313,-0.0198,-0.01824,5.0e-5
2011-11-11,0.0094,-0.0078,0.00245,-0.00467,-0.01822,-0.00898,0.0,-6.0e-5,-0.00079,0.00473,5.0e-5
2011-11-18,-0.03748,-0.03444,-0.02944,-0.04008,-0.03798,-0.00443,0.0,0.00295,-0.0325,-0.02485,5.0e-5
2011-11-25,-0.04656,-0.05621,-0.07135,-0.05584,-0.06145,-0.00759,-0.0,0.00299,-0.04342,-0.03273,5.0e-5
2011-12-02,0.07465,0.08508,0.10126,0.0877,0.09265,0.00458,1.0e-5,-0.00304,0.0651,0.05044,5.0e-5
2011-12-09,0.00915,0.00506,0.01441,-0.0093,-0.02793,0.0012,5.0e-5,-0.00045,0.00603,0.00808,5.0e-5
2011-12-16,-0.02787,-0.03303,-0.02534,-0.04018,-0.03497,0.01016,-3.0e-5,0.00981,-0.02718,-0.0132,5.0e-5
2011-12-23,0.03791,0.03426,0.03942,0.02319,0.02474,-0.00956,-2.0e-5,-0.00977,0.02876,0.0221,6.0e-5
2011-12-30,-0.00578,-0.006,-0.0105,0.00746,-0.01103,0.01262,-1.0e-5,0.00862,-0.00359,0.00094,6.0e-5
2012-01-06,0.01669,0.01418,0.01245,-0.0015,0.01337,-0.00119,1.0e-5,-0.00389,0.01202,0.01051,6.0e-5
2012-01-13,0.009,0.01721,0.01692,0.00736,0.02914,0.00948,-1.0e-5,0.00554,0.01109,0.0089,5.0e-5
2012-01-20,0.02061,0.02653,0.02689,0.0383,0.0434,-0.00496,-0.0,-0.00797,0.02154,0.01432,5.0e-5
2012-01-27,0.00088,0.01262,0.0142,0.01651,0.02366,0.0124,-1.0e-5,0.00568,0.01304,-0.00056,5.0e-5
2012-02-03,0.02216,0.0312,0.04225,0.0219,0.03422,0.00099,0.0,-0.00283,0.02233,0.01446,5.0e-5
2012-02-10,-0.00125,-0.0068,-0.02263,-0.004,-0.00524,0.00592,-0.0,0.00059,-0.00222,-0.0039,5.0e-5
2012-02-17,0.01475,0.02139,0.01958,0.01392,0.01943,-0.00275,4.0e-5,-0.00251,0.01262,0.01062,5.0e-5
2012-02-24,0.0037,0.00093,-0.00422,0.01695,0.00432,0.00593,-2.0e-5,0.00177,0.00623,0.00243,5.0e-5
2012-03-02,0.00338,-0.00795,-0.02898,-0.00607,0.01097,0.00544,5.0e-5,0.00062,0.00073,0.00397,5.0e-5
2012-03-09,0.00139,0.00821,0.01704,-0.01071,-0.01864,-0.00671,1.0e-5,-0.00314,-0.00073,-0.00121,5.0e-5
2012-03-16,0.02476,0.01666,0.01827,0.01938,0.00358,-0.00821,-0.0,-0.01122,0.01566,0.01233,5.0e-5
2012-03-23,-0.00493,-0.00976,0.00042,-0.0144,-0.02024,0.00327,3.0e-5,0.0034,-0.00466,-0.00359,5.0e-5
2012-03-30,0.00851,0.00384,0.00377,-0.00194,-0.00224,0.00121,3.0e-5,0.00108,0.00684,0.00491,5.0e-5
2012-04-06,-0.00669,-0.00987,-0.01218,-0.02822,-0.00682,0.00721,1.0e-5,0.00748,-0.0093,-0.0089,5.0e-5
2012-04-13,-0.0197,-0.01996,-0.02525,-0.01024,-0.00916,0.00199,-0.0,0.00327,-0.01517,-0.0103,5.0e-5
2012-04-20,0.00612,0.0124,0.00965,0.01445,-0.00554,0.00078,4.0e-5,0.00124,0.00623,0.00974,5.0e-5
2012-04-27,0.01825,0.02391,0.02608,0.0082,-0.0041,0.00242,-1.0e-5,0.00176,0.01531,0.01031,5.0e-5
2012-05-04,-0.02408,-0.0339,-0.03588,-0.02543,-0.00741,0.00597,5.0e-5,0.00247,-0.02333,-0.01281,5.0e-5
2012-05-11,-0.01063,-0.00042,-0.00112,-0.02675,-0.03776,-0.00023,-1.0e-5,0.00295,-0.01103,-0.00671,5.0e-5
2012-05-18,-0.04228,-0.06115,-0.04845,-0.05965,-0.06662,-0.00226,3.0e-5,0.00635,-0.04422,-0.0259,5.0e-5
2012-05-25,0.01769,0.03263,0.0187,-0.00276,-0.0052,-0.00395,2.0e-5,-0.00168,0.01477,0.005,5.0e-5
2012-06-01,-0.02958,-0.04062,-0.03671,-0.02648,-0.01165,0.01318,3.0e-5,0.01282,-0.02529,-0.01458,5.0e-5
2012-06-08,0.03767,0.03358,0.03901,0.02238,0.01402,-0.00802,2.0e-5,-0.00856,0.03027,0.02111,5.0e-5
2012-06-15,0.01342,-0.0056,-0.00123,0.0205,0.02081,0.00504,-0.0,0.00272,0.00878,0.01337,5.0e-5
2012-06-22,-0.00559,-0.0044,0.0025,0.00184,-0.00738,0.00085,3.0e-5,-0.00349,-0.00492,-0.00432,5.0e-5
2012-06-29,0.02079,0.02835,0.03321,0.02987,0.01951,0.00215,2.0e-5,0.00081,0.02128,0.01548,5.0e-5
2012-07-06,-0.00484,0.00618,0.00749,-0.00488,0.01005,0.00896,1.0e-5,0.00544,-0.00112,-0.00461,5.0e-5
2012-07-13,0.00173,-0.00464,-0.00274,-0.00854,-0.02013,0.00714,-2.0e-5,0.00277,0.00112,0.00551,5.0e-5
2012-07-20,0.00461,-0.00314,-0.00832,0.00501,0.00948,0.01082,4.0e-5,0.00264,0.00372,0.00548,5.0e-5
2012-07-27,0.01724,0.01037,0.00627,0.01158,0.00333,-0.00508,1.0e-5,-0.00441,0.01261,0.01057,5.0e-5
2012-08-03,0.00403,-0.00443,-0.00464,0.01179,0.01156,0.00218,6.0e-5,-0.00055,0.00622,0.00302,5.0e-5
2012-08-10,0.01153,0.01854,0.01708,0.02031,0.02639,-0.00012,-2.0e-5,-0.0019,0.01164,0.00591,5.0e-5
2012-08-17,0.00955,0.01703,0.02143,0.0097,-0.00603,-0.00955,1.0e-5,-0.0076,0.00755,0.00085,5.0e-5
2012-08-24,-0.0047,-0.00764,-0.01128,-0.00104,-0.00401,0.00888,1.0e-5,0.00641,-0.00214,0.0,5.0e-5
2012-08-31,-0.00277,0.00194,0.00475,-0.00814,-0.01799,0.00761,2.0e-5,0.00602,0.0,0.0,4.0e-5
2012-09-07,0.02276,0.03423,0.03533,0.02855,0.02191,-0.00341,1.0e-5,-0.0047,0.02111,0.01281,4.0e-5
2012-09-14,0.01985,0.02266,0.02509,0.03622,0.04627,-0.00519,2.0e-5,-0.00833,0.02032,0.01139,4.0e-5
2012-09-21,-0.0036,-0.02006,-0.01541,-0.0095,-0.00551,0.00851,5.0e-5,0.00467,-0.00584,-0.00031,4.0e-5
2012-09-28,-0.01295,-0.01645,-0.02069,-0.02307,-0.00301,0.00717,0.0,0.00537,-0.01105,-0.00459,4.0e-5
2012-10-05,0.01476,0.00762,0.00497,0.02117,0.00786,2.0e-5,-3.0e-5,-0.00449,0.01118,0.01142,4.0e-5
2012-10-12,-0.02185,-0.02067,-0.02536,-0.02055,-0.01185,0.0098,-0.0,0.00372,-0.01623,-0.01067,4.0e-5
2012-10-19,0.00341,0.01223,0.0013,0.02311,0.00905,0.00188,4.0e-5,-0.00481,0.00316,0.0067,4.0e-5
2012-10-26,-0.01478,-0.01279,-0.00934,-0.01752,-0.01525,-0.00295,3.0e-5,0.00083,-0.0098,-0.00842,4.0e-5
2012-11-02,0.00182,0.01368,0.00664,0.00688,0.01261,0.00116,4.0e-5,0.00105,0.00141,0.00178,4.0e-5
2012-11-09,-0.02322,-0.01767,-0.02079,-0.02017,-0.01181,0.00276,0.0,0.00686,-0.01483,-0.01403,4.0e-5
2012-11-16,-0.01363,-0.01692,-0.02258,-0.02067,-0.0218,-0.00118,5.0e-5,0.00178,-0.0129,-0.01009,4.0e-5
2012-11-23,0.03656,0.03896,0.0386,0.04579,0.02478,-0.00403,0.0,-0.00488,0.03303,0.02102,4.0e-5
2012-11-30,0.00558,0.01098,0.01776,0.01098,0.01212,0.00384,4.0e-5,0.00351,0.00808,0.00494,4.0e-5
2012-12-07,0.00202,0.00277,0.00031,0.00729,0.01524,-0.00017,0.0,-0.00043,0.00244,0.00491,4.0e-5
2012-12-14,-0.00261,-0.0004,-0.00082,0.01177,0.01785,-0.00155,8.0e-5,-0.00272,0.00139,-0.00229,4.0e-5
2012-12-21,0.01208,0.02099,0.03132,0.012,0.00061,0.00054,-1.0e-5,-0.00205,0.01007,0.00761,4.0e-5
2012-12-28,-0.01897,-0.01729,-0.0171,-3.0e-5,0.01488,0.00335,2.0e-5,0.00218,-0.01375,-0.01035,4.0e-5
2013-01-04,0.04586,0.0516,0.054,0.01813,0.0221,-0.00738,-5.0e-5,-0.00808,0.0373,0.02593,4.0e-5
2013-01-11,0.00428,0.00191,-0.00099,0.01345,-0.00081,0.0033,0.0,0.00247,0.00437,0.00673,4.0e-5
2013-01-18,0.00961,0.01526,0.01632,-7.0e-5,0.00734,-0.00016,1.0e-5,0.00103,0.00937,0.00658,4.0e-5
2013-01-25,0.01153,0.02128,0.01689,0.01266,-0.01049,-0.00555,2.0e-5,-0.00403,0.00696,0.00805,4.0e-5
2013-02-01,0.00722,0.00471,0.00207,0.01003,0.00359,-0.00372,2.0e-5,-0.00185,0.00592,0.0003,4.0e-5
2013-02-08,0.00381,0.00706,0.00562,-0.01154,-0.01106,0.00345,1.0e-5,0.00233,0.00131,0.0011,4.0e-5
2013-02-15,0.00201,0.00643,0.00859,-0.00597,0.0056,-0.001,-4.0e-5,-0.00114,0.00196,0.00259,4.0e-5
2013-02-22,-0.00219,-0.01061,-0.00745,-0.00194,-0.01188,0.00273,1.0e-5,0.00169,-0.00391,-0.0003,4.0e-5
2013-03-01,0.00218,-0.0044,0.00015,-0.00111,0.00049,0.00538,4.0e-5,0.00462,0.00196,0.00258,4.0e-5
2013-03-08,0.02223,0.03041,0.02624,0.0165,0.01298,-0.00887,4.0e-5,-0.00777,0.01895,0.01319,4.0e-5
2013-03-15,0.00663,0.0099,0.01192,0.01826,-0.02075,0.00329,4.0e-5,0.00235,0.0077,0.00871,4.0e-5
2013-03-22,-0.00239,-0.00181,-0.00575,-0.01263,-0.02352,0.00352,2.0e-5,0.0034,-0.00286,-0.00359,4.0e-5
2013-03-29,0.0083,0.01273,0.00565,-0.00302,0.01835,0.00127,2.0e-5,0.00191,0.00479,0.00458,4.0e-5
2013-04-05,-0.00982,-0.02556,-0.02608,-0.01123,-0.02435,0.01326,2.0e-5,0.00796,-0.0108,-0.00029,4.0e-5
2013-04-12,0.02342,0.02263,0.0179,0.03159,0.01216,0.00111,2.0e-5,-0.00133,0.02119,0.01415,4.0e-5
2013-04-19,-0.02108,-0.0242,-0.02985,-0.02508,-0.00567,0.00069,2.0e-5,0.00079,-0.0195,-0.01176,4.0e-5
2013-04-26,0.01758,0.01803,0.02402,0.03567,0.01245,0.00404,1.0e-5,0.00197,0.01988,0.0149,4.0e-5
2013-05-03,0.02061,0.02115,0.02361,0.01378,0.01957,-0.00433,2.0e-5,-0.00337,0.01918,0.0101,4.0e-5
2013-05-10,0.01293,0.02161,0.02509,0.00778,0.00966,-0.00522,2.0e-5,-0.0048,0.00926,0.00519,4.0e-5
2013-05-17,0.02137,0.01853,0.02229,0.0028,-0.00244,-0.00208,2.0e-5,-0.00176,0.01376,0.01342,4.0e-5
2013-05-24,-0.01039,-0.01912,-0.01312,-0.01532,-0.0167,-0.0024,-0.0,-0.00162,-0.01176,-0.00658,4.0e-5
2013-05-31,-0.0111,-0.00262,-0.00181,-0.01514,-0.01416,-0.01051,-0.0,-0.00613,-0.01251,-0.0097,4.0e-5
2013-06-07,0.00831,-0.00233,0.00409,-0.01201,-0.0252,-0.0069,-0.0,-0.00093,0.00216,0.00546,4.0e-5
2013-06-14,-0.00969,-0.00717,-0.00515,0.00377,-0.02613,0.00134,0.0,0.00239,-0.00524,-0.00571,4.0e-5
2013-06-21,-0.02089,-0.02969,-0.01393,-0.03627,-0.05254,-0.02555,2.0e-5,-0.015,-0.02604,-0.02128,4.0e-5
2013-06-28,0.00909,0.02126,0.01375,0.00861,0.03857,0.00348,1.0e-5,0.0026,0.00827,0.00827,4.0e-5
2013-07-05,0.0163,0.02191,0.03213,0.00631,-0.02064,-0.00901,1.0e-5,-0.00864,0.01073,0.00601,4.0e-5
2013-07-12,0.03007,0.02979,0.0279,0.03868,0.02828,0.01164,-1.0e-5,0.00505,0.02873,0.02277,4.0e-5
2013-07-19,0.00734,0.01076,0.01101,0.01323,0.00971,0.01043,3.0e-5,0.00508,0.01002,0.00825,4.0e-5
2013-07-26,-0.00021,-0.00477,-0.00253,0.00318,0.01233,-0.00285,0.0,-0.00163,0.0,0.0,4.0e-5
2013-08-02,0.01102,0.02105,0.01214,0.01236,-0.00632,-0.00191,-0.0,-0.00119,0.00902,0.00616,4.0e-5
2013-08-09,-0.00982,-0.01252,-0.00593,0.00356,-0.00221,0.00062,-2.0e-5,0.00099,-0.00655,-0.00448,4.0e-5
2013-08-16,-0.02038,-0.02537,-0.01955,9.0e-5,0.00569,-0.01583,1.0e-5,-0.0093,-0.01469,-0.01644,4.0e-5
2013-08-23,0.00495,0.00992,0.01438,-0.00545,-0.02658,0.00151,3.0e-5,-0.00016,0.00396,0.00289,4.0e-5
2013-08-30,-0.01793,-0.02706,-0.02632,-0.03026,-0.00558,0.00697,1.0e-5,0.00396,-0.01637,-0.01229,4.0e-5
2013-09-06,0.01404,0.01279,0.01513,0.02826,0.02931,-0.01143,1.0e-5,-0.0079,0.01109,0.00566,3.0e-5
2013-09-13,0.02034,0.02612,0.02447,0.02283,0.03226,0.00217,0.0,0.00248,0.01707,0.01518,3.0e-5
2013-09-20,0.01318,0.01314,0.01679,0.02629,0.02677,0.0121,0.0,0.00777,0.01438,0.01062,3.0e-5
2013-09-27,-0.01024,-0.00054,0.00266,0.00243,-0.00986,0.00529,-1.0e-5,0.00449,-0.00443,-0.00475,3.0e-5
2013-10-04,-0.00039,0.00917,0.00285,-0.00986,0.01024,-0.00052,-4.0e-5,-0.00095,0.00297,-0.00239,3.0e-5
2013-10-11,0.00808,0.00482,0.01195,0.00615,0.01372,0.00211,-0.00019,-0.00042,0.0071,0.00672,3.0e-5
2013-10-18,0.02444,0.02342,0.02814,0.02751,0.019,0.00844,0.00023,0.00401,0.02145,0.01481,3.0e-5
2013-10-25,0.00879,0.00357,0.00601,0.00382,-0.01211,0.00445,1.0e-5,0.00319,0.0069,0.00657,3.0e-5
2013-11-01,0.00129,-0.00315,-0.01515,-0.01388,-0.00024,-0.0047,-0.0,-0.00346,-0.002,-0.00152,3.0e-5
2013-11-08,0.00601,-0.00332,0.01,-0.00593,-0.03052,-0.0075,0.0,-0.00384,0.00315,0.00493,3.0e-5
2013-11-15,0.01614,0.02052,0.01316,0.01632,0.01004,0.00533,-0.0,0.00279,0.01341,0.01088,3.0e-5
2013-11-22,0.00415,-0.00209,0.01128,-0.00088,0.00239,0.00142,3.0e-5,-0.00071,0.00197,0.00432,3.0e-5
2013-11-29,0.00098,-0.00299,0.01396,0.0068,0.01011,0.0027,1.0e-5,0.00117,0.00225,-0.00158,3.0e-5
2013-12-06,8.0e-5,0.00452,-0.0109,-0.02019,-0.01306,-0.00627,2.0e-5,-0.00509,-0.00421,-0.00229,3.0e-5
2013-12-13,-0.01605,-0.015,-0.01935,-0.01422,-0.01132,0.00411,1.0e-5,0.00045,-0.01211,-0.01076,3.0e-5
2013-12-20,0.02442,0.02298,0.0326,0.02388,-0.00166,0.00471,0.0,-0.00078,0.02109,0.01738,3.0e-5
2013-12-27,0.01315,0.0135,0.01204,0.02231,0.01199,-0.00523,1.0e-5,-0.00407,0.01228,0.0085,3.0e-5
2014-01-03,-0.00514,-0.00162,-0.00739,-0.00243,-0.01432,0.00319,1.0e-5,0.00085,-0.00358,-0.00347,3.0e-5
2014-01-10,0.00633,0.01172,-0.00033,0.00567,-0.00818,0.00798,2.0e-5,0.00537,0.0083,0.00741,3.0e-5
2014-01-17,-0.00181,-0.00078,0.00018,0.00489,0.00204,0.00186,1.0e-5,0.00094,-0.00055,0.00052,3.0e-5
2014-01-24,-0.02617,-0.02498,-0.01871,-0.01996,-0.02297,0.00216,-4.0e-5,0.00399,-0.02224,-0.01496,3.0e-5
2014-01-31,-0.0041,-0.00054,-0.01199,-0.02066,-0.0133,0.00392,2.0e-5,0.00275,-0.00281,-0.00263,3.0e-5
2014-02-07,0.00896,-0.00329,-0.01203,0.00774,0.00202,0.00113,-7.0e-5,0.00043,0.00591,0.00317,3.0e-5
2014-02-14,0.02393,0.02981,0.02703,0.02404,0.02091,0.00066,8.0e-5,-0.00152,0.02016,0.01545,3.0e-5
2014-02-21,-0.00077,0.0074,0.01022,0.01421,0.00353,0.0016,1.0e-5,0.00033,0.00302,0.00078,3.0e-5
2014-02-28,0.01302,0.01434,0.01905,0.00754,0.00691,0.00698,-0.0,0.00349,0.01259,0.01028,3.0e-5
2014-03-07,0.01051,0.01018,0.02105,-0.00125,0.00379,-0.00844,-0.0,-0.00565,0.00757,0.00316,3.0e-5
2014-03-14,-0.01915,-0.01734,-0.0165,-0.02779,-0.02912,0.00707,1.0e-5,0.00598,-0.01797,-0.01167,3.0e-5
2014-03-21,0.01384,0.01166,0.01317,-7.0e-5,0.00679,-0.00205,3.0e-5,-0.00492,0.00956,0.0081,3.0e-5
2014-03-28,-0.00443,-0.01531,-0.02777,0.02048,0.03566,0.00469,2.0e-5,0.0018,-0.00189,0.00419,3.0e-5
2014-04-04,0.00435,0.00668,0.00647,0.01556,0.01873,0.00161,1.0e-5,0.00012,0.00596,0.0063,3.0e-5
2014-04-11,-0.02598,-0.03526,-0.03104,-0.01829,0.01175,0.00812,0.0,0.00607,-0.0229,-0.01346,3.0e-5
2014-04-18,0.02715,0.02503,0.02338,0.01213,-0.00175,-0.00393,1.0e-5,-0.00428,0.0193,0.01313,3.0e-5
2014-04-25,-0.00061,-0.00304,-0.01207,0.0026,-0.01649,0.0048,2.0e-5,0.00259,-0.00081,0.00203,3.0e-5
2014-05-02,0.00971,0.01097,0.00461,0.0129,0.00981,0.00553,-0.0,0.00298,0.00785,0.00828,3.0e-5
2014-05-09,-0.00046,-0.00541,-0.01498,-0.00417,0.00246,-0.00161,-0.0,0.00019,-0.00403,-0.00025,3.0e-5
2014-05-16,0.00034,-0.00056,-0.00522,0.001,0.02449,0.00663,1.0e-5,0.00468,0.00108,0.00184,3.0e-5
2014-05-23,0.01248,0.0129,0.01733,0.00653,0.01405,-0.00149,-1.0e-5,-0.00041,0.01185,0.00586,3.0e-5
2014-05-30,0.01242,0.00659,0.00491,0.00951,-0.01178,0.0054,-0.0,0.00296,0.01092,0.0074,3.0e-5
