Date,S&P 500,S&P MidCap 400,S&P Small Cap 600,World Developed - Ex. U.S.,Emerging Markets,US Corporate Bonds,U.S. Treasury Bills,US Treasury,Putnam Asset Allocation: Growth A,Vanguard Wellington,Rf
2014-06-06,0.01399,0.02394,0.02815,0.00997,0.01833,-0.00675,1.0e-5,-0.00566,0.0137,0.00702,3.0e-5
2014-06-13,-0.00635,-0.00524,-0.0054,-0.00073,0.00499,0.00114,0.0,-0.00034,-0.00572,-0.00246,3.0e-5
2014-06-20,0.01398,0.01648,0.01858,0.0095,-0.00354,-0.00035,2.0e-5,-0.00079,0.01097,0.00986,3.0e-5
2014-06-27,-0.00063,0.00124,0.00198,-0.0061,0.00605,0.00561,0.0,0.00448,-0.00103,-0.00024,3.0e-5
2014-07-04,0.01277,0.01246,0.01762,0.01437,0.0184,-0.00668,0.0,-0.00523,0.01164,0.00529,3.0e-5
2014-07-11,-0.00852,-0.02237,-0.03655,-0.02295,-0.00577,0.00804,1.0e-5,0.00597,-0.01279,-0.00454,3.0e-5
2014-07-18,0.00564,0.00099,-0.00456,0.0036,0.00717,0.00177,1.0e-5,0.00074,0.00285,0.00651,3.0e-5
2014-07-25,0.00013,-0.0049,-0.00661,0.00515,0.01604,0.00231,-1.0e-5,0.00096,0.00103,0.00105,3.0e-5
2014-08-01,-0.02661,-0.0271,-0.02444,-0.02139,-0.01744,-0.00322,1.0e-5,-0.00036,-0.02297,-0.02019,3.0e-5
2014-08-08,0.00402,0.00914,0.01393,-0.02329,-0.01216,0.00343,1.0e-5,0.00337,0.0,-0.00074,3.0e-5
2014-08-15,0.01282,0.01221,0.00806,0.01768,0.02698,0.00638,-1.0e-5,0.0041,0.01215,0.0094,3.0e-5
2014-08-22,0.01755,0.02199,0.01628,0.00782,0.00863,-0.00227,1.0e-5,-0.00315,0.01487,0.00956,3.0e-5
2014-08-29,0.00798,0.00914,0.00661,0.00693,0.0051,0.00528,0.0,0.00344,0.00771,0.00769,3.0e-5
2014-09-05,0.00245,0.0015,0.00032,-4.0e-5,0.00965,-0.00865,1.0e-5,-0.00489,0.00332,0.00032,3.0e-5
2014-09-12,-0.01046,-0.01207,-0.01064,-0.01358,-0.0285,-0.00922,1.0e-5,-0.00575,-0.01094,-0.00867,3.0e-5
2014-09-19,0.01272,-0.00186,-0.00921,-0.00067,-0.00605,0.00281,1.0e-5,0.00118,0.00489,0.00875,3.0e-5
2014-09-26,-0.0134,-0.02296,-0.02181,-0.02167,-0.02863,0.00087,-0.0,0.00305,-0.01228,-0.0102,3.0e-5
2014-10-03,-0.00721,-0.01544,-0.01126,-0.03349,-0.0203,0.00613,-0.0,0.00391,-0.0101,-0.00552,3.0e-5
2014-10-10,-0.03088,-0.04359,-0.03979,-0.02603,-0.00649,0.0071,1.0e-5,0.00745,-0.02905,-0.01713,3.0e-5
2014-10-17,-0.01003,0.01358,0.02269,-0.00681,-0.01218,0.00388,0.0,0.00524,-0.0035,-0.0049,3.0e-5
2014-10-24,0.04141,0.04184,0.03397,0.02498,0.00814,-0.00384,-0.0,-0.00311,0.03408,0.02318,3.0e-5
2014-10-31,0.02741,0.03031,0.05239,0.02018,0.03113,-0.00328,1.0e-5,-0.00279,0.02276,0.01671,3.0e-5
2014-11-07,0.00774,0.00838,-0.00039,-0.01068,-0.02225,-1.0e-5,-1.0e-5,0.00125,0.00281,0.00521,3.0e-5
2014-11-14,0.00444,0.00102,0.00087,0.00877,0.00535,-0.00136,0.0,0.00017,0.00459,0.00191,3.0e-5
2014-11-21,0.01211,0.00968,-0.00284,0.0105,0.01344,-0.00031,1.0e-5,0.00075,0.00939,0.0082,3.0e-5
2014-11-28,0.00237,-0.00068,-0.00038,0.00131,-0.0041,0.00844,0.0,0.00587,0.00277,0.00268,3.0e-5
2014-12-05,0.00416,0.00147,0.00895,-0.00498,-0.01787,-0.00766,0.0,-0.00582,0.00276,0.00244,3.0e-5
2014-12-12,-0.03467,-0.02871,-0.02668,-0.03512,-0.04891,0.00873,-0.0,0.00966,-0.03127,-0.02097,3.0e-5
2014-12-19,0.03436,0.03404,0.03236,0.01216,0.0062,-0.00295,0.0,-0.00375,0.02685,0.02062,3.0e-5
2014-12-26,0.00898,0.01257,0.02114,0.00537,0.00647,-0.002,1.0e-5,-0.00294,0.00754,0.00369,3.0e-5
2015-01-02,-0.01421,-0.0108,-0.01341,-0.0126,0.00792,0.00812,-1.0e-5,0.00674,-0.01073,-0.0076,3.0e-5
2015-01-09,-0.00611,-0.00675,-0.01361,-0.01778,0.00664,0.00886,1.0e-5,0.00831,-0.00252,-0.00182,3.0e-5
2015-01-16,-0.01225,-0.00703,-0.00341,0.0037,-0.00398,0.00513,0.0,0.00764,-0.00556,-0.00127,3.0e-5
2015-01-23,0.01621,0.01752,0.00827,0.02297,0.03425,0.004,1.0e-5,0.00017,0.01653,0.00871,3.0e-5
2015-01-30,-0.02752,-0.01396,-0.01944,-0.00374,-0.0286,0.00846,0.0,0.00714,-0.01451,-0.01954,3.0e-5
2015-02-06,0.03116,0.02946,0.03968,0.01765,0.01441,-0.01302,-1.0e-5,-0.01382,0.02183,0.01657,3.0e-5
2015-02-13,0.02098,0.01791,0.01278,0.01476,0.01103,-0.00357,0.0,-0.00364,0.01689,0.01276,3.0e-5
2015-02-20,0.00684,0.0096,0.00465,0.01339,-0.00222,-0.00283,0.0,-0.00469,0.00611,0.00101,3.0e-5
2015-02-27,-0.00237,-0.00636,0.0023,0.01071,0.00415,0.00936,0.0,0.00672,0.0017,0.00202,3.0e-5
2015-03-06,-0.01536,-0.01289,-0.01778,-0.0167,-0.01985,-0.01391,1.0e-5,-0.01103,-0.01261,-0.0138,3.0e-5
2015-03-13,-0.00804,0.0036,0.01503,-0.01782,-0.0298,0.00641,-2.0e-5,0.00722,-0.00442,-0.00385,3.0e-5
2015-03-20,0.0267,0.03264,0.02841,0.03731,0.02866,0.01012,3.0e-5,0.00945,0.02417,0.02146,3.0e-5
2015-03-27,-0.02202,-0.01988,-0.01681,-0.00589,-0.01136,-0.00029,-0.0,-1.0e-5,-0.01637,-0.01522,3.0e-5
2015-04-03,0.00323,0.01048,0.00945,0.00473,0.03871,0.0075,-1.0e-5,0.00567,0.00563,0.00306,3.0e-5
2015-04-10,0.01739,0.00737,0.00215,0.01709,0.04171,-0.00432,1.0e-5,-0.00601,0.01461,0.01298,3.0e-5
2015-04-17,-0.00981,-0.01227,-0.01116,0.00187,0.00281,0.00551,-0.0,0.00537,-0.00768,-0.00301,3.0e-5
2015-04-24,0.01772,0.01203,0.01483,0.01827,0.01542,-0.00379,1.0e-5,-0.00343,0.0133,0.00883,3.0e-5
2015-05-01,-0.00423,-0.01298,-0.02422,-0.00826,-0.01043,-0.0157,1.0e-5,-0.00962,-0.00716,-0.00453,4.0e-5
2015-05-08,0.00444,0.00375,0.00454,0.00541,-0.00689,-0.00266,-0.0,-0.00118,0.00288,0.00278,4.0e-5
2015-05-15,0.00384,0.00864,0.00702,0.01467,0.01047,0.00086,-0.0,0.00039,0.00551,0.00154,4.0e-5
2015-05-22,0.00209,0.00702,0.00451,-0.006,-0.00382,-0.00826,0.0,-0.00463,0.00048,-0.00177,4.0e-5
2015-05-29,-0.0084,-0.01055,-0.00699,-0.01896,-0.02638,0.00855,1.0e-5,0.0073,-0.00715,-0.00354,4.0e-5
2015-06-05,-0.00651,0.00165,0.0131,-0.01534,-0.01764,-0.01758,-1.0e-5,-0.01376,-0.00648,-0.00903,4.0e-5
2015-06-12,0.00122,0.00333,0.00594,0.01119,-0.00114,-0.00013,1.0e-5,0.00098,0.00169,0.00257,4.0e-5
2015-06-19,0.00777,0.00664,0.01442,-0.00371,-0.0036,0.00444,-0.0,0.0058,0.00362,0.00412,4.0e-5
2015-06-26,-0.0037,-0.00497,-0.00212,0.00798,0.00513,-0.01175,0.0,-0.00885,-0.00168,-0.00534,4.0e-5
2015-07-03,-0.01136,-0.01731,-0.02288,-0.02364,-0.01467,0.00487,-1.0e-5,0.00454,-0.01155,-0.00762,4.0e-5
2015-07-10,0.00027,-0.00118,0.00241,-0.00534,-0.02937,-0.00248,-2.0e-5,-0.00068,-0.00122,0.00047,4.0e-5
2015-07-17,0.02423,0.0029,0.00593,0.01838,0.0145,0.00514,1.0e-5,0.00397,0.01779,0.01645,4.0e-5
2015-07-24,-0.02187,-0.02047,-0.0298,-0.01625,-0.03262,0.00302,-1.0e-5,0.00417,-0.01868,-0.01341,4.0e-5
2015-07-31,0.01186,0.01806,0.0158,0.00952,-0.0142,0.00292,0.0,0.00345,0.00927,0.01023,4.0e-5
2015-08-07,-0.01177,-0.00948,-0.01581,-0.00622,-0.01329,0.00067,2.0e-5,0.00188,-0.00991,-0.00711,4.0e-5
2015-08-14,0.00732,0.00954,0.0086,-0.01104,-0.02459,-0.00334,0.0,-0.00064,0.00122,0.0028,4.0e-5
2015-08-21,-0.05711,-0.052,-0.04228,-0.04726,-0.06171,0.00621,4.0e-5,0.00711,-0.0478,-0.03456,4.0e-5
2015-08-28,0.00947,0.00259,-0.00264,0.00044,0.00363,-0.00938,-0.0,-0.00676,0.00512,-0.0008,4.0e-5
2015-09-04,-0.03356,-0.02765,-0.0208,-0.04185,-0.03618,0.00578,-1.0e-5,0.00242,-0.02548,-0.02158,4.0e-5
2015-09-11,0.02134,0.02083,0.01516,0.01931,0.01809,-0.0012,-0.0,-0.00171,0.01831,0.01267,4.0e-5
2015-09-18,-0.00125,-0.00082,0.00178,0.0093,0.02819,0.00497,3.0e-5,0.00262,-0.00385,-0.00073,4.0e-5
2015-09-25,-0.01354,-0.01752,-0.01247,-0.03132,-0.04378,-0.00401,0.0,-0.00099,-0.01495,-0.01016,4.0e-5
2015-10-02,0.01096,-0.00091,-0.01181,0.00842,0.01926,0.00483,0.0,0.00929,0.0034,0.01216,4.0e-5
2015-10-09,0.03304,0.04088,0.05063,0.05162,0.06393,-0.0,-1.0e-5,-0.00551,0.0313,0.02297,4.0e-5
2015-10-16,0.00925,-0.00539,-0.00251,0.00378,0.00679,0.0042,0.0,0.0041,0.00658,0.00706,4.0e-5
2015-10-23,0.02088,0.00399,0.00717,0.00718,0.0042,0.00149,-1.0e-5,-0.00275,0.01382,0.01584,4.0e-5
2015-10-30,0.00225,0.00369,-0.00178,-0.00459,-0.01789,-0.00443,0.0,-0.00342,0.00173,-0.0038,4.0e-5
2015-11-06,0.01024,0.01327,0.0279,-0.0138,0.00657,-0.00935,1.0e-5,-0.00988,0.00693,0.00335,4.0e-5
2015-11-13,-0.03564,-0.03871,-0.04549,-0.01866,-0.03451,0.0023,2.0e-5,0.00264,-0.02973,-0.02072,4.0e-5
2015-11-20,0.03337,0.02946,0.02994,0.02457,0.0301,0.0024,1.0e-5,0.0011,0.02482,0.02139,4.0e-5
2015-11-27,0.00084,0.01562,0.02001,-0.00353,-0.02346,0.00188,-3.0e-5,0.00181,0.00321,-0.00078,5.0e-5
2015-12-04,0.00117,-0.01319,-0.01267,-0.00676,-0.00845,-0.00116,1.0e-5,-0.00165,-0.00246,0.0,5.0e-5
2015-12-11,-0.03744,-0.04091,-0.04831,-0.02649,-0.05015,0.004,-1.0e-5,0.00767,-0.03531,-0.02453,6.0e-5
2015-12-18,-0.00307,-0.00966,-0.00485,-0.00089,0.02516,-0.00683,3.0e-5,-0.00322,-0.00128,-0.00183,8.0e-5
2015-12-25,0.02795,0.02975,0.03127,0.01875,0.01701,-0.0027,5.0e-5,-0.00254,0.02127,0.01778,8.0e-5
2016-01-01,-0.00797,-0.01183,-0.01639,-0.0022,-0.00506,-0.00046,7.0e-5,-0.00158,-0.00728,-0.00705,8.0e-5
2016-01-08,-0.05906,-0.06424,-0.07181,-0.05945,-0.06849,0.0062,-7.0e-5,0.00799,-0.05081,-0.03724,8.0e-5
2016-01-15,-0.02152,-0.02926,-0.02356,-0.03084,-0.04585,-0.00129,2.0e-5,0.00689,-0.0229,-0.01213,8.0e-5
2016-01-22,0.01432,0.0143,0.01055,0.00417,0.0017,-0.00495,-1.0e-5,-0.00025,0.0109,0.00655,8.0e-5
2016-01-29,0.01767,0.02357,0.02451,0.01755,0.04153,0.00362,6.0e-5,0.00652,0.01025,0.01566,8.0e-5
2016-02-05,-0.03039,-0.02889,-0.03906,-0.01182,-0.00673,0.00116,0.0001,0.00479,-0.02856,-0.01599,8.0e-5
2016-02-12,-0.00719,-0.01313,-0.01045,-0.04765,-0.03501,-0.0033,5.0e-5,0.00496,-0.01566,-0.00371,8.0e-5
2016-02-19,0.02907,0.03497,0.03652,0.04464,0.04404,0.0045,4.0e-5,-0.00047,0.02791,0.01688,8.0e-5
2016-02-26,0.01626,0.02705,0.02811,0.00375,0.00038,0.00317,5.0e-5,-0.00141,0.0114,0.00562,8.0e-5
2016-03-04,0.02709,0.04441,0.0424,0.04632,0.06974,0.00172,0.00012,-0.00611,0.02604,0.02007,8.0e-5
2016-03-11,0.01188,0.00623,0.00771,0.01165,0.01115,0.00515,2.0e-5,-0.00383,0.01047,0.01039,8.0e-5
2016-03-18,0.01371,0.01637,0.01496,0.0133,0.02878,0.01349,3.0e-5,0.00676,0.01113,0.01162,8.0e-5
2016-03-25,-0.00649,-0.01112,-0.01829,-0.02056,-0.01585,0.00206,8.0e-5,-0.00058,-0.00819,-0.00567,8.0e-5
2016-04-01,0.01843,0.02731,0.03325,0.00021,0.01941,0.00716,0.00011,0.0057,0.01368,0.01163,8.0e-5
2016-04-08,-0.01153,-0.01666,-0.0226,0.00696,-0.01035,0.00576,6.0e-5,0.00467,-0.00662,-0.0037,8.0e-5
2016-04-15,0.01647,0.02659,0.03017,0.03353,0.0352,0.00346,3.0e-5,-0.00117,0.01923,0.01472,8.0e-5
2016-04-22,0.00532,0.00851,0.01381,0.01322,-0.00165,-0.0011,6.0e-5,-0.00772,0.00528,0.00664,8.0e-5
2016-04-29,-0.01241,-0.01014,-0.0105,-0.0014,-0.00386,0.00596,6.0e-5,0.00396,-0.01201,-0.00629,8.0e-5
2016-05-06,-0.00333,-0.00588,-0.00935,-0.02993,-0.04136,-0.00014,2.0e-5,0.00299,-0.00811,-0.00557,8.0e-5
2016-05-13,-0.00439,-0.00788,-0.01499,-0.00319,-0.00921,0.00383,-4.0e-5,0.00302,-0.00409,-0.00084,8.0e-5
2016-05-20,0.00352,0.00688,0.00551,0.00223,-0.01009,-0.00893,3.0e-5,-0.00718,0.0041,0.0,9.0e-5
2016-05-27,0.02322,0.02957,0.03269,0.02179,0.02947,0.00377,6.0e-5,0.0007,0.01966,0.01521,9.0e-5
2016-06-03,0.00039,0.0061,0.00974,0.00491,0.01131,0.00863,0.00014,0.00811,0.00275,0.00265,9.0e-5
2016-06-10,-0.00115,-0.00078,0.00452,-0.01235,0.00654,0.00589,4.0e-5,0.00429,-0.004,-0.00106,9.0e-5
2016-06-17,-0.01125,-0.01219,-0.01511,-0.02835,-0.01626,-0.00179,2.0e-5,0.00209,-0.01354,-0.00778,9.0e-5
2016-06-24,-0.01621,-0.01509,-0.01337,-0.01722,0.00106,0.00226,3.0e-5,0.00217,-0.015,-0.01172,9.0e-5
2016-07-01,0.03272,0.0299,0.02672,0.03365,0.04178,0.0121,5.0e-5,0.00781,0.02916,0.02773,9.0e-5
2016-07-08,0.01335,0.01362,0.01742,-0.01648,-0.00648,0.0111,5.0e-5,0.00612,0.00953,0.00832,9.0e-5
2016-07-15,0.01507,0.01549,0.0255,0.03554,0.0429,-0.00827,-1.0e-5,-0.01193,0.0159,0.00833,9.0e-5
2016-07-22,0.00636,0.00581,0.00168,-0.00014,0.00386,0.003,8.0e-5,0.00131,0.00587,0.0031,9.0e-5
2016-07-29,-0.00048,0.00485,0.00299,0.02321,0.00333,0.00483,0.0001,0.00658,0.00389,0.00154,0.0001
2016-08-05,0.00487,0.00216,0.00386,-0.01223,0.01475,-0.00789,8.0e-5,-0.00679,0.00073,0.00051,0.0001
2016-08-12,0.00123,-0.00256,-0.003,0.02838,0.02657,0.00778,-1.0e-5,0.00347,0.0046,0.00257,0.0001
2016-08-19,0.00063,0.00361,0.00657,-0.00533,0.00175,-0.00088,4.0e-5,-0.00337,0.0,0.0,0.0001
2016-08-26,-0.00665,-0.00184,0.00423,0.00086,-0.00834,-0.00132,7.0e-5,-0.00275,-0.0053,-0.0041,0.0001
2016-09-02,0.00559,0.01266,0.01364,0.00342,0.0003,0.00201,6.0e-5,0.00228,0.00775,0.00639,0.0001
2016-09-09,-0.02362,-0.03164,-0.02856,-0.00028,0.0098,-0.00712,6.0e-5,-0.00456,-0.0185,-0.01577,0.0001
2016-09-16,0.00595,-0.0042,0.00116,-0.02368,-0.02237,-0.00303,9.0e-5,-0.00109,-0.00147,-0.00067,0.0001
2016-09-23,0.01199,0.01966,0.02563,0.03088,0.03197,0.00948,0.00018,0.00519,0.0179,0.0115,0.0001
2016-09-30,0.00204,0.00155,-0.00278,-0.00549,-0.01559,0.00058,-4.0e-5,0.00085,0.00048,0.00051,0.0001
2016-10-07,-0.00602,-0.01163,-0.01017,-0.00854,0.01403,-0.00471,-3.0e-5,-0.00768,-0.00578,-0.00257,0.0001
2016-10-14,-0.00951,-0.009,-0.01643,-0.01302,-0.01645,-0.00117,7.0e-5,-0.00285,-0.01041,-0.00676,0.0001
2016-10-21,0.00408,0.00473,-0.00363,0.00586,0.017,0.00505,8.0e-5,0.00349,0.00538,0.00266,0.0001
2016-10-28,-0.00675,-0.01744,-0.02065,-0.00542,-0.0076,-0.00802,7.0e-5,-0.00529,-0.00852,-0.00524,0.0001
2016-11-04,-0.01887,-0.01375,-0.01573,-0.0149,-0.02691,0.00131,1.0e-5,0.00412,-0.01522,-0.01017,0.0001
2016-11-11,0.03871,0.05739,0.10606,-0.00216,-0.03312,-0.01624,-7.0e-5,-0.01845,0.02667,0.02369,0.0001
2016-11-18,0.00895,0.02783,0.0274,-0.01117,-0.0044,-0.01211,0.00011,-0.01013,0.00655,0.00183,0.00011
2016-11-25,0.01453,0.02196,0.02791,0.01169,0.01159,-0.00113,6.0e-5,-0.00163,0.0123,0.00768,0.00012
2016-12-02,-0.00905,-0.00918,-0.01878,-0.00036,-0.00375,0.00129,0.0001,-0.00045,-0.005,0.00102,0.00012
2016-12-09,0.03127,0.04223,0.05977,0.02749,0.02629,-0.0029,1.0e-5,-0.0037,0.02826,0.02145,0.00013
2016-12-16,-0.00028,-0.01433,-0.01761,-0.00687,-0.02437,-0.00341,8.0e-5,-0.00557,-0.00466,0.00021,0.00014
2016-12-23,0.00296,0.00361,0.00403,0.00204,-0.01507,0.00636,0.0001,0.00379,0.00257,0.0027,0.00015
2016-12-30,-0.01075,-0.00725,-0.00795,0.0062,0.02785,0.00733,0.0001,0.0055,-0.00443,-0.0046,0.00015
2017-01-06,0.01762,0.01304,0.00283,0.01926,0.02075,0.00324,5.0e-5,0.0018,0.01594,0.01073,0.00015
2017-01-13,-0.0009,0.0034,-0.00025,0.00855,0.01382,0.0025,8.0e-5,0.0023,0.00185,0.00077,0.00015
2017-01-20,-0.00125,-0.00681,-0.01455,-0.00502,-0.00239,-0.00422,0.00013,-0.0032,-0.00438,-0.00408,0.00015
2017-01-27,0.0104,0.01276,0.01311,0.01376,0.02411,0.00094,0.00011,-8.0e-5,0.00948,0.00769,0.00015
2017-02-03,0.00162,0.00606,0.00375,0.00183,0.0066,-0.00154,9.0e-5,-0.00066,0.00252,-0.00154,0.00015
2017-02-10,0.00875,0.00852,0.01014,0.00114,0.02194,0.00541,6.0e-5,0.00436,0.00731,0.00505,0.00015
2017-02-17,0.01596,0.00843,0.00674,0.00838,0.00401,0.00085,0.0001,-0.0008,0.00998,0.01207,0.00015
2017-02-24,0.00733,0.00149,-0.00205,-0.00182,0.00335,0.00845,0.00013,0.00589,0.00427,0.00593,0.00015
2017-03-03,0.00713,0.00192,-0.00408,0.00049,-0.01023,-0.00797,-0.00011,-0.00962,0.00313,0.00425,0.00016
2017-03-10,-0.00401,-0.01595,-0.02214,0.00327,-0.00699,-0.00877,6.0e-5,-0.00457,-0.00624,-0.00594,0.00017
2017-03-17,0.00283,0.01233,0.02361,0.02127,0.03829,0.0055,0.00012,0.00489,0.00987,0.0035,0.00019
2017-03-24,-0.01425,-0.0212,-0.02811,-0.00014,0.00308,0.00721,0.0001,0.00631,-0.01089,-0.00862,0.00019
2017-03-31,0.00824,0.01548,0.02304,0.00105,-0.00905,0.00073,0.00014,0.00024,0.00674,0.00414,0.00019
2017-04-07,-0.00243,-0.00758,-0.01958,-0.00571,0.00794,0.00237,0.0001,0.00129,-0.00357,-0.00172,0.00019
2017-04-14,-0.01107,-0.01467,-0.01423,-0.00052,-0.00148,0.00914,0.00013,0.00805,-0.00627,-0.00578,0.00019
2017-04-21,0.00867,0.02191,0.02921,0.00247,0.0007,9.0e-5,0.00019,0.00028,0.00856,0.00402,0.00019
2017-04-28,0.01526,0.00908,0.0144,0.02627,0.01554,-0.00093,0.00021,-0.00266,0.01542,0.01103,0.00019
2017-05-05,0.0066,0.00352,-0.00265,0.01597,-0.0038,-0.00234,5.0e-5,-0.00294,0.00704,0.00539,0.00019
2017-05-12,-0.00263,-0.01064,-0.01191,0.00396,0.02091,0.00378,0.00021,0.0012,-0.0024,-0.0017,0.00019
2017-05-19,-0.00317,-0.00389,-0.01215,0.00906,-0.00684,0.00603,0.00012,0.00512,-0.0011,0.00075,0.0002
2017-05-26,0.01467,0.00926,0.01156,0.00451,0.01702,0.00018,0.00013,-5.0e-5,0.00943,0.00815,0.0002
2017-06-02,0.01008,0.01411,0.01757,0.01561,-0.00021,0.00691,0.0001,0.00546,0.01021,0.00802,0.00021
2017-06-09,-0.00272,0.00412,0.01451,-0.00916,0.00321,-0.00193,0.00017,-0.00222,-0.00366,-0.00147,0.00022
2017-06-16,0.00116,-0.00177,-0.0128,-0.00091,-0.01187,0.00493,0.00017,0.00313,-0.00173,0.00221,0.00023
2017-06-23,0.00224,-0.00537,0.00066,-0.00015,0.00809,0.00307,0.00028,0.00203,0.00173,-0.00114,0.00023
2017-06-30,-0.00582,0.00209,0.00376,-0.00134,0.00145,-0.00606,0.00012,-0.00677,-0.00108,-0.00147,0.00024
2017-07-07,0.00139,0.00052,-0.0011,-0.0056,-0.00252,-0.00385,0.00016,-0.00458,0.00108,0.0,0.00024
2017-07-14,0.01421,0.01055,0.00947,0.02475,0.04158,0.0059,0.00022,0.00395,0.0136,0.00877,0.00024
2017-07-21,0.00561,0.00504,0.00654,0.00758,0.00997,0.00823,0.00013,0.0055,0.00575,0.00126,0.00024
2017-07-28,-1.0e-5,-0.00631,-0.0036,0.00086,0.00877,-0.0027,0.00019,-0.00307,0.0,0.00046,0.00024
2017-08-04,0.00232,-0.00599,-0.01185,0.00615,0.00732,0.00124,0.00019,0.00202,0.00169,0.00457,0.00024
2017-08-11,-0.01365,-0.0227,-0.02729,-0.01555,-0.01881,-0.00091,0.00021,0.00471,-0.01205,-0.0089,0.00024
2017-08-18,-0.00582,-0.01056,-0.01498,0.00174,0.01411,0.00209,0.0002,0.00011,-0.00107,-0.00413,0.00024
2017-08-25,0.0075,0.01013,0.01148,0.00732,0.02415,0.00222,0.00017,0.00139,0.00985,0.00561,0.00024
2017-09-01,0.01427,0.01727,0.02387,0.0068,0.01074,0.00062,0.00018,0.0003,0.01103,0.00631,0.00024
2017-09-08,-0.00583,-0.01048,-0.00939,0.0075,0.00262,0.00453,0.00025,0.00585,-0.00231,-0.00073,0.00024
2017-09-15,0.01631,0.02081,0.02655,0.00644,0.00914,-0.00447,0.00019,-0.00701,0.01135,0.01064,0.00024
2017-09-22,0.0009,0.00848,0.01644,0.0066,-0.00345,-0.00019,0.00022,-0.00246,0.00291,0.00516,0.00024
2017-09-29,0.00716,0.01601,0.03385,0.00028,-0.01854,0.00067,0.00022,-0.00278,0.00622,0.00455,0.00024
2017-10-06,0.0125,0.01269,0.01247,-9.0e-5,0.02176,-0.00028,0.00015,-0.00231,0.00783,0.00544,0.00024
2017-10-13,0.00165,0.0004,-0.00723,0.01795,0.01433,0.00597,0.00023,0.00498,0.00552,0.00213,0.00024
2017-10-20,0.00884,0.00868,0.00607,-0.00368,-0.00651,-0.00422,0.00017,-0.00524,0.00447,0.00617,0.00024
2017-10-27,0.00233,0.00269,0.00296,-0.00321,-0.00895,-0.00063,0.0002,-0.00165,0.00061,0.00045,0.00024
2017-11-03,0.00294,-0.00141,-0.01674,0.01185,0.00834,0.00478,0.00014,0.00495,0.00384,0.00396,0.00024
2017-11-10,-0.00143,-0.00524,-0.00772,-0.00332,0.00283,-0.00724,0.00014,-0.00301,-0.00443,-0.00604,0.00024
2017-11-17,-0.00057,0.00885,0.01731,-0.00475,0.00381,0.00337,0.00018,0.00248,0.0,-0.0007,0.00025
2017-11-24,0.00932,0.01025,0.02031,0.01871,0.01567,0.00405,0.00021,0.00105,0.00992,0.00679,0.00026
2017-12-01,0.01599,0.01956,0.01134,-0.00969,-0.02725,0.00095,0.00024,-0.00053,0.01202,0.01469,0.00027
2017-12-08,0.00388,-0.00166,-0.00956,-0.00106,-0.00497,-3.0e-5,0.00021,-0.0009,0.00317,0.00188,0.00028
2017-12-15,0.00947,-0.00174,0.00545,0.00224,0.00842,0.00549,0.00015,0.0027,0.00434,0.00688,0.00029
2017-12-22,0.00301,0.00963,0.00777,0.01207,0.02477,-0.00761,0.00029,-0.0071,0.00432,0.00162,0.0003
2017-12-29,-0.00326,-0.00159,-0.00281,0.01171,0.01488,0.00719,0.00027,0.00517,0.00059,0.00118,0.0003
2018-01-05,0.02627,0.01882,0.01395,0.02403,0.03706,-0.00421,0.00016,-0.00394,0.02054,0.01307,0.0003
2018-01-12,0.01612,0.01554,0.02127,0.00944,0.0084,-1.0e-5,0.00018,-0.00276,0.01265,0.01174,0.0003
2018-01-19,0.00877,0.0068,0.00718,0.0114,0.01979,-0.00549,0.00028,-0.00397,0.00738,0.00278,0.0003
2018-01-26,0.02234,0.00823,0.00368,0.01515,0.033,0.00181,0.0003,-0.00087,0.01634,0.01507,0.0003
2018-02-02,-0.03815,-0.03855,-0.03665,-0.02867,-0.03085,-0.00969,0.00018,-0.00898,-0.0366,-0.02963,0.0003
2018-02-09,-0.05104,-0.05033,-0.0429,-0.06208,-0.06612,-0.00543,0.00021,0.0013,-0.0472,-0.03598,0.0003
2018-02-16,0.04374,0.04473,0.04373,0.042,0.0455,-0.00219,0.00022,-0.0027,0.03625,0.02513,0.00031
2018-02-23,0.00576,0.0018,0.00489,-0.00192,0.01486,-0.00099,0.0003,0.00016,0.00466,0.00142,0.00031
2018-03-02,-0.01979,-0.01289,-0.01429,-0.02759,-0.02608,-0.00224,0.00029,0.00135,-0.01915,-0.01595,0.00033
2018-03-09,0.03586,0.03781,0.04063,0.01964,0.01353,-0.00154,0.00024,-0.00123,0.02603,0.01979,0.00034
2018-03-16,-0.01197,-0.00635,-0.00037,0.00265,0.00247,0.00165,0.00019,0.00319,-0.00807,-0.00696,0.00035
2018-03-23,-0.05933,-0.04963,-0.04761,-0.02584,-0.02961,-0.00252,0.00038,0.00163,-0.04301,-0.03543,0.00036
2018-03-30,0.02055,0.02197,0.01728,0.01172,-0.00161,0.00754,0.00038,0.00503,0.01883,0.01859,0.00036
2018-04-06,-0.0135,-0.01306,-0.00424,0.00306,-0.00409,0.00025,0.00029,-0.0015,-0.00775,-0.00682,0.00036
2018-04-13,0.02042,0.0163,0.02001,0.01445,0.00621,-0.0006,0.00034,-0.00256,0.01803,0.01157,0.00036
2018-04-20,0.00541,0.00892,0.00948,0.00565,-0.00384,-0.00886,0.00029,-0.00608,0.00531,0.0,0.00036
2018-04-27,-0.0,-0.00402,-0.00563,-0.0025,-0.01227,-0.00107,0.00033,0.00069,0.00059,0.00409,0.00037
