,^GSPC,DTB3
02/01/1979,96.730003,9.41
03/01/1979,97.800003,9.31
04/01/1979,98.580002,9.31
05/01/1979,99.129997,9.34
08/01/1979,98.800003,9.36
09/01/1979,99.330002,9.27
10/01/1979,98.769997,9.25
11/01/1979,99.099998,9.28
12/01/1979,99.93,9.35
15/01/1979,100.690002,9.44
16/01/1979,99.459999,9.44
17/01/1979,99.480003,9.44
18/01/1979,99.720001,9.46
19/01/1979,99.75,9.4
22/01/1979,99.900002,9.34
23/01/1979,100.599998,9.36
24/01/1979,100.160004,9.35
25/01/1979,101.190002,9.33
26/01/1979,101.860001,9.34
29/01/1979,101.550003,9.35
30/01/1979,101.050003,9.27
31/01/1979,99.93,9.29
01/02/1979,99.959999,9.25
02/02/1979,99.5,9.25
05/02/1979,98.089996,9.18
06/02/1979,98.050003,9.21
07/02/1979,97.160004,9.25
08/02/1979,97.650002,9.24
09/02/1979,97.870003,9.31
12/02/1979,98.199997,-999.99
13/02/1979,98.93,9.29
14/02/1979,98.870003,9.27
15/02/1979,98.730003,9.26
16/02/1979,98.669998,9.29
20/02/1979,99.419998,9.38
21/02/1979,99.07,9.42
22/02/1979,98.330002,9.41
23/02/1979,97.779999,9.44
26/02/1979,97.669998,9.46
27/02/1979,96.129997,9.47
28/02/1979,96.279999,9.45
01/03/1979,96.900002,9.4
02/03/1979,96.970001,9.41
05/03/1979,98.059998,9.4
06/03/1979,97.870003,9.42
07/03/1979,98.440002,9.42
08/03/1979,99.580002,9.42
09/03/1979,99.540001,9.52
12/03/1979,99.669998,9.51
13/03/1979,99.839996,9.51
14/03/1979,99.709999,9.52
15/03/1979,99.860001,9.49
16/03/1979,100.690002,9.52
19/03/1979,101.059998,9.5
20/03/1979,100.5,9.52
21/03/1979,101.25,9.56
22/03/1979,101.669998,9.56
23/03/1979,101.599998,9.55
26/03/1979,101.040001,9.54
27/03/1979,102.480003,9.49
28/03/1979,102.120003,9.43
29/03/1979,102.029999,9.39
30/03/1979,101.589996,9.44
02/04/1979,100.900002,9.54
03/04/1979,102.400002,9.52
04/04/1979,102.650002,9.49
05/04/1979,103.260002,9.49
06/04/1979,103.18,9.6
09/04/1979,102.870003,9.62
10/04/1979,103.339996,9.75
11/04/1979,102.309998,9.72
12/04/1979,102,9.69
16/04/1979,101.120003,9.66
17/04/1979,101.239998,9.5
18/04/1979,101.699997,9.29
19/04/1979,101.279999,9.3
20/04/1979,101.230003,9.31
23/04/1979,101.57,9.2
24/04/1979,102.199997,9.1
25/04/1979,102.5,9.07
26/04/1979,102.010002,9.14
27/04/1979,101.800003,9.66
30/04/1979,101.760002,9.56
01/05/1979,101.68,9.5
02/05/1979,101.720001,9.55
03/05/1979,101.809998,9.61
04/05/1979,100.690002,9.68
07/05/1979,99.019997,9.66
08/05/1979,99.169998,9.66
09/05/1979,99.459999,9.64
10/05/1979,98.519997,9.64
11/05/1979,98.519997,9.56
14/05/1979,98.059998,9.55
15/05/1979,98.139999,9.6
16/05/1979,98.419998,9.57
17/05/1979,99.940002,9.57
18/05/1979,99.93,9.72
21/05/1979,100.139999,9.77
22/05/1979,100.510002,9.7
23/05/1979,99.889999,9.67
24/05/1979,99.93,9.53
25/05/1979,100.220001,9.54
29/05/1979,100.050003,9.55
30/05/1979,99.110001,-999.99
31/05/1979,99.080002,9.57
01/06/1979,99.169998,9.52
04/06/1979,99.32,9.54
05/06/1979,100.620003,9.44
06/06/1979,101.300003,9.35
07/06/1979,101.790001,9.29
08/06/1979,101.489998,9.18
11/06/1979,101.910004,9.06
12/06/1979,102.849998,8.88
13/06/1979,102.309998,8.87
14/06/1979,102.199997,8.9
15/06/1979,102.089996,9.15
18/06/1979,101.559998,8.95
19/06/1979,101.580002,8.97
20/06/1979,101.629997,8.94
21/06/1979,102.089996,8.96
22/06/1979,102.639999,8.99
25/06/1979,102.089996,8.75
26/06/1979,101.660004,8.76
27/06/1979,102.269997,8.81
28/06/1979,102.800003,8.9
29/06/1979,102.910004,8.95
02/07/1979,101.989998,8.93
03/07/1979,102.089996,9.06
05/07/1979,102.43,9.19
06/07/1979,103.620003,9.2
09/07/1979,104.470001,9.26
10/07/1979,104.199997,9.32
11/07/1979,103.639999,9.27
12/07/1979,102.690002,9.26
13/07/1979,102.32,9.3
16/07/1979,102.739998,9.36
17/07/1979,101.830002,9.28
18/07/1979,101.690002,9.25
19/07/1979,101.610001,9.26
20/07/1979,101.82,9.42
23/07/1979,101.589996,9.44
24/07/1979,101.970001,9.38
25/07/1979,103.080002,9.22
26/07/1979,103.099998,9.13
27/07/1979,103.099998,9.23
30/07/1979,103.150002,9.09
31/07/1979,103.809998,9.18
01/08/1979,104.169998,9.16
02/08/1979,104.099998,9.33
03/08/1979,104.040001,9.38
06/08/1979,104.300003,9.34
07/08/1979,105.650002,9.4
08/08/1979,105.980003,9.4
09/08/1979,105.489998,9.4
10/08/1979,106.400002,9.46
13/08/1979,107.419998,9.47
14/08/1979,107.519997,9.49
15/08/1979,108.25,9.55
16/08/1979,108.089996,9.52
17/08/1979,108.300003,9.58
20/08/1979,108.830002,9.5
21/08/1979,108.910004,9.54
22/08/1979,108.989998,9.56
23/08/1979,108.629997,9.53
24/08/1979,108.599998,9.64
27/08/1979,109.139999,9.65
28/08/1979,109.019997,9.74
29/08/1979,109.019997,9.77
30/08/1979,109.019997,9.75
31/08/1979,109.32,9.81
04/09/1979,107.440002,10.02
05/09/1979,106.400002,10.07
06/09/1979,106.849998,10.27
07/09/1979,107.660004,10.42
10/09/1979,108.169998,10.55
11/09/1979,107.510002,10.45
12/09/1979,107.82,10.45
13/09/1979,107.849998,10.5
14/09/1979,108.760002,10.29
17/09/1979,108.839996,10.37
18/09/1979,108,10.4
19/09/1979,108.279999,10.2
20/09/1979,110.510002,10.21
21/09/1979,110.470001,10.1
24/09/1979,109.610001,10.03
25/09/1979,109.68,10.06
26/09/1979,109.959999,10.22
27/09/1979,110.209999,10.28
28/09/1979,109.32,10.12
01/10/1979,108.559998,10.15
02/10/1979,109.589996,10.37
03/10/1979,109.589996,10.39
04/10/1979,110.169998,10.56
05/10/1979,111.269997,10.7
08/10/1979,109.879997,-999.99
09/10/1979,106.629997,11.82
10/10/1979,105.300003,11.74
11/10/1979,105.050003,11.57
12/10/1979,104.489998,11.35
15/10/1979,103.360001,11.6
16/10/1979,103.190002,11.84
17/10/1979,103.389999,11.69
18/10/1979,103.610001,12.05
19/10/1979,101.599998,12.37
22/10/1979,100.709999,12.84
23/10/1979,100.279999,13.01
24/10/1979,100.440002,12.72
25/10/1979,100,12.53
26/10/1979,100.57,11.91
29/10/1979,100.709999,12.02
30/10/1979,102.669998,12.08
31/10/1979,101.82,12.12
01/11/1979,102.57,12.06
02/11/1979,102.510002,12.05
05/11/1979,101.82,12.06
06/11/1979,101.199997,-999.99
07/11/1979,99.870003,12.48
08/11/1979,100.300003,12.44
09/11/1979,101.510002,12
12/11/1979,103.510002,-999.99
13/11/1979,102.940002,12.06
14/11/1979,103.389999,11.94
15/11/1979,104.129997,11.7
16/11/1979,103.790001,11.91
19/11/1979,104.230003,11.99
20/11/1979,103.690002,11.92
21/11/1979,103.889999,11.81
23/11/1979,104.669998,11.34
26/11/1979,106.800003,11.05
27/11/1979,106.379997,11.09
28/11/1979,106.769997,11.4
29/11/1979,106.809998,11.27
30/11/1979,106.160004,11.49
03/12/1979,105.830002,11.83
04/12/1979,106.790001,11.68
05/12/1979,107.25,11.64
06/12/1979,108,11.65
07/12/1979,107.519997,11.93
10/12/1979,107.669998,12.09
11/12/1979,107.489998,12.29
12/12/1979,107.519997,12.6
13/12/1979,107.669998,12.42
14/12/1979,108.919998,12.3
17/12/1979,109.330002,12.24
18/12/1979,108.300003,12.17
19/12/1979,108.199997,11.91
20/12/1979,108.260002,11.9
21/12/1979,107.589996,12.08
24/12/1979,107.660004,12.05
26/12/1979,107.779999,12
27/12/1979,107.959999,11.97
28/12/1979,107.839996,11.92
31/12/1979,107.940002,12.04
02/01/1980,105.760002,12.17
03/01/1980,105.220001,12.1
04/01/1980,106.519997,12.1
07/01/1980,106.809998,11.86
08/01/1980,108.949997,11.78
09/01/1980,109.050003,11.76
10/01/1980,109.889999,11.45
11/01/1980,109.919998,11.76
14/01/1980,110.379997,11.84
15/01/1980,111.139999,11.87
16/01/1980,111.050003,11.82
17/01/1980,110.699997,11.94
18/01/1980,111.07,12.07
21/01/1980,112.099998,12.23
22/01/1980,111.510002,12.16
23/01/1980,113.440002,12.02
24/01/1980,113.699997,12.17
25/01/1980,113.610001,12.29
28/01/1980,114.849998,12.18
29/01/1980,114.07,12.26
30/01/1980,115.199997,12.13
31/01/1980,114.160004,12
01/02/1980,115.120003,12.17
04/02/1980,114.370003,11.98
05/02/1980,114.660004,12.22
06/02/1980,115.720001,12.06
07/02/1980,116.279999,11.92
08/02/1980,117.949997,12.07
11/02/1980,117.120003,12.22
12/02/1980,117.900002,-999.99
13/02/1980,118.440002,12.18
14/02/1980,116.720001,12.23
15/02/1980,115.410004,12.8
19/02/1980,114.599998,13.4
20/02/1980,116.470001,13.3
21/02/1980,115.279999,13.42
22/02/1980,115.040001,13.38
25/02/1980,113.330002,13.65
26/02/1980,113.980003,13.85
27/02/1980,112.379997,13.84
28/02/1980,112.349998,13.57
29/02/1980,113.660004,14.01
03/03/1980,112.5,15
04/03/1980,112.779999,15.15
05/03/1980,111.129997,15.37
06/03/1980,108.650002,15.7
07/03/1980,106.900002,15.63
10/03/1980,106.510002,15.26
11/03/1980,107.779999,15.38
12/03/1980,106.870003,15.6
13/03/1980,105.620003,15.12
14/03/1980,105.43,15.25
17/03/1980,102.260002,14.67
18/03/1980,104.099998,14.62
19/03/1980,104.309998,14.33
20/03/1980,103.120003,15.02
21/03/1980,102.309998,15.15
24/03/1980,99.279999,15.93
25/03/1980,99.190002,16
26/03/1980,98.68,15.93
27/03/1980,98.220001,15.12
28/03/1980,100.68,14.75
31/03/1980,102.089996,14.24
01/04/1980,102.18,15.03
02/04/1980,102.68,14.88
03/04/1980,102.150002,14.97
07/04/1980,100.190002,14.41
08/04/1980,101.199997,14.48
09/04/1980,103.110001,14.31
10/04/1980,104.080002,14.3
11/04/1980,103.790001,13.99
14/04/1980,102.839996,13.84
15/04/1980,102.629997,13.82
16/04/1980,101.540001,13.5
17/04/1980,101.050003,13.5
18/04/1980,100.550003,13.2
21/04/1980,99.800003,12.93
22/04/1980,103.43,12.25
23/04/1980,103.730003,12.01
24/04/1980,104.400002,11.91
25/04/1980,105.160004,11.81
28/04/1980,105.639999,11
29/04/1980,105.860001,10.74
30/04/1980,106.290001,10.39
01/05/1980,105.459999,10.36
02/05/1980,105.580002,9.85
05/05/1980,106.379997,9.66
06/05/1980,106.25,9.5
07/05/1980,107.18,8.98
08/05/1980,106.129997,8.75
09/05/1980,104.720001,8.81
12/05/1980,104.779999,8.6
13/05/1980,106.300003,8.28
14/05/1980,106.849998,8.14
15/05/1980,106.989998,8.61
16/05/1980,107.349998,9.04
19/05/1980,107.669998,8.89
20/05/1980,107.620003,8.29
21/05/1980,107.720001,8.06
22/05/1980,109.010002,7.95
23/05/1980,110.620003,7.54
27/05/1980,111.400002,7.52
28/05/1980,112.059998,7.66
29/05/1980,110.269997,7.88
30/05/1980,111.239998,7.75
02/06/1980,110.760002,7.9
03/06/1980,110.510002,7.61
04/06/1980,112.610001,7.41
05/06/1980,112.779999,7.36
06/06/1980,113.199997,7.29
09/06/1980,113.709999,6.87
10/06/1980,114.660004,6.64
11/06/1980,116.019997,6.3
12/06/1980,115.519997,6.2
13/06/1980,115.809998,6.18
16/06/1980,116.089996,6.37
17/06/1980,116.029999,6.74
18/06/1980,116.260002,6.97
19/06/1980,114.660004,6.98
20/06/1980,114.059998,6.74
23/06/1980,114.510002,7.14
24/06/1980,115.139999,7.3
25/06/1980,116.720001,7.42
26/06/1980,116.190002,7.56
27/06/1980,116,7.7
30/06/1980,114.239998,7.88
01/07/1980,114.93,8.04
02/07/1980,115.68,7.94
03/07/1980,117.459999,7.81
07/07/1980,118.290001,8.24
08/07/1980,117.839996,8.06
09/07/1980,117.980003,7.97
10/07/1980,116.949997,7.96
11/07/1980,117.839996,8.17
14/07/1980,120.010002,8.18
15/07/1980,119.300003,8.05
16/07/1980,119.629997,7.76
17/07/1980,121.440002,7.96
18/07/1980,122.040001,7.96
21/07/1980,122.510002,7.86
22/07/1980,122.190002,7.88
23/07/1980,121.93,7.83
24/07/1980,121.790001,8.01
25/07/1980,120.779999,8.05
28/07/1980,121.43,8.21
29/07/1980,122.400002,8.3
30/07/1980,122.230003,8.38
31/07/1980,121.669998,8.62
01/08/1980,121.209999,8.7
04/08/1980,120.980003,8.64
05/08/1980,120.739998,8.72
06/08/1980,121.550003,8.55
07/08/1980,123.300003,8.38
08/08/1980,123.610001,8.62
11/08/1980,124.779999,8.83
12/08/1980,123.790001,8.64
13/08/1980,123.279999,8.55
14/08/1980,125.25,8.45
15/08/1980,125.720001,8.54
18/08/1980,123.389999,9.11
19/08/1980,122.599998,9.38
20/08/1980,123.769997,9.31
21/08/1980,125.459999,9.7
22/08/1980,126.019997,9.54
25/08/1980,125.160004,9.78
26/08/1980,124.839996,9.94
27/08/1980,123.519997,10.07
28/08/1980,122.080002,10.32
29/08/1980,122.379997,9.96
02/09/1980,123.739998,9.87
03/09/1980,126.120003,9.74
04/09/1980,125.419998,9.75
05/09/1980,124.879997,9.77
08/09/1980,123.309998,10.1
09/09/1980,124.07,10.04
10/09/1980,124.809998,9.94
11/09/1980,125.660004,10.14
12/09/1980,125.540001,10.22
15/09/1980,125.669998,10.47
16/09/1980,126.739998,10.29
17/09/1980,128.869995,10.34
18/09/1980,128.399994,10.15
19/09/1980,129.25,10.03
22/09/1980,130.399994,10.56
23/09/1980,129.429993,10.33
24/09/1980,130.369995,10.16
25/09/1980,128.720001,10.36
26/09/1980,126.349998,10.82
29/09/1980,123.540001,11.18
30/09/1980,125.459999,11.44
01/10/1980,127.129997,11.45
02/10/1980,128.089996,11.53
03/10/1980,129.330002,11.33
06/10/1980,131.729996,11.14
07/10/1980,131,11.3
08/10/1980,131.649994,11.38
09/10/1980,131.039993,11.14
10/10/1980,130.289993,11.25
13/10/1980,132.029999,-999.99
14/10/1980,132.020004,11.18
15/10/1980,133.699997,10.91
16/10/1980,132.220001,10.98
17/10/1980,131.520004,11.2
20/10/1980,132.610001,11.31
21/10/1980,131.839996,11.64
22/10/1980,131.919998,11.81
23/10/1980,129.529999,11.79
24/10/1980,129.850006,11.74
27/10/1980,127.879997,12.31
28/10/1980,128.050003,12.49
29/10/1980,127.910004,12.52
30/10/1980,126.290001,12.54
31/10/1980,127.470001,12.71
03/11/1980,129.039993,13.17
05/11/1980,131.330002,13.4
06/11/1980,128.910004,13.5
07/11/1980,129.179993,13.04
10/11/1980,129.479996,13.48
11/11/1980,131.259995,-999.99
12/11/1980,134.589996,13.18
13/11/1980,136.490005,13.09
14/11/1980,137.149994,13.39
17/11/1980,137.75,14.19
18/11/1980,139.699997,13.69
19/11/1980,139.059998,13.72
20/11/1980,140.399994,13.96
21/11/1980,139.110001,14.32
24/11/1980,138.309998,14.41
25/11/1980,139.330002,14.16
26/11/1980,140.169998,14.2
28/11/1980,140.520004,14.48
01/12/1980,137.210007,14.71
02/12/1980,136.970001,14.82
03/12/1980,136.710007,14.66
04/12/1980,136.479996,14.86
05/12/1980,134.029999,15.84
08/12/1980,130.610001,16.53
09/12/1980,130.479996,16.72
10/12/1980,128.259995,16.88
11/12/1980,127.360001,17.14
12/12/1980,129.229996,16.55
15/12/1980,129.449997,16.77
16/12/1980,130.600006,16.7
17/12/1980,132.889999,16.47
18/12/1980,133,16.2
19/12/1980,133.699997,14.93
22/12/1980,135.779999,14.84
23/12/1980,135.300003,14.49
24/12/1980,135.880005,14.71
26/12/1980,136.570007,14.45
29/12/1980,135.029999,14.18
30/12/1980,135.330002,14.12
31/12/1980,135.759995,14.3
02/01/1981,136.339996,14.65
05/01/1981,137.970001,13.52
06/01/1981,138.119995,13.58
07/01/1981,135.080002,14.5
08/01/1981,133.059998,14.76
09/01/1981,133.479996,15.2
12/01/1981,133.520004,15.22
13/01/1981,133.289993,15.24
14/01/1981,133.470001,15.08
15/01/1981,134.220001,15.25
16/01/1981,134.770004,15.15
19/01/1981,134.369995,15.79
20/01/1981,131.649994,15.32
21/01/1981,131.360001,15.71
22/01/1981,130.259995,15.72
23/01/1981,130.229996,15.7
26/01/1981,129.839996,15.35
27/01/1981,131.119995,15.2
28/01/1981,130.339996,15.06
29/01/1981,130.240005,14.87
30/01/1981,129.550003,14.59
02/02/1981,126.910004,14.9
03/02/1981,128.460007,14.85
04/02/1981,128.589996,14.67
05/02/1981,129.630005,14.74
06/02/1981,130.600006,15.32
09/02/1981,129.270004,15.52
10/02/1981,129.240005,15.46
11/02/1981,128.240005,15.54
12/02/1981,127.480003,-999.99
13/02/1981,126.980003,15.51
17/02/1981,127.809998,15.14
18/02/1981,128.479996,15.02
19/02/1981,126.610001,14.48
20/02/1981,126.580002,14.09
23/02/1981,127.349998,14.23
24/02/1981,127.389999,14.15
25/02/1981,128.520004,14.2
26/02/1981,130.100006,14.14
27/02/1981,131.270004,14.22
02/03/1981,132.009995,14.52
03/03/1981,130.559998,14.39
04/03/1981,130.860001,14.49
05/03/1981,129.929993,14.51
06/03/1981,129.850006,14.29
09/03/1981,131.119995,14.16
10/03/1981,130.460007,13.99
11/03/1981,129.949997,13.92
12/03/1981,133.190002,13.66
13/03/1981,133.110001,13.21
16/03/1981,134.679993,13.02
17/03/1981,133.919998,12.95
18/03/1981,134.220001,12.45
19/03/1981,133.460007,12.36
20/03/1981,134.080002,12.36
23/03/1981,135.690002,12.83
24/03/1981,134.669998,12.84
25/03/1981,137.110001,12.83
26/03/1981,136.270004,12.97
27/03/1981,134.649994,13.08
30/03/1981,134.279999,12.6
31/03/1981,136,12.46
01/04/1981,136.570007,12.37
02/04/1981,136.320007,12.58
03/04/1981,135.490005,12.97
06/04/1981,133.929993,14
07/04/1981,133.910004,13.63
08/04/1981,134.309998,13.66
09/04/1981,134.669998,13.49
10/04/1981,134.509995,13.59
13/04/1981,133.149994,13.78
14/04/1981,132.679993,13.37
15/04/1981,134.169998,13.68
16/04/1981,134.699997,13.79
20/04/1981,135.449997,13.75
21/04/1981,134.229996,13.66
22/04/1981,134.139999,13.58
23/04/1981,133.940002,13.64
24/04/1981,135.139999,14.05
27/04/1981,135.479996,14.28
28/04/1981,134.330002,14.39
29/04/1981,133.050003,14.42
30/04/1981,132.809998,14.86
01/05/1981,132.720001,14.67
04/05/1981,130.669998,16.01
05/05/1981,130.320007,16.61
06/05/1981,130.779999,16.52
07/05/1981,131.669998,16.58
08/05/1981,131.660004,16.48
11/05/1981,129.710007,16.59
12/05/1981,130.720001,16.94
13/05/1981,130.550003,17.01
14/05/1981,131.279999,16.67
15/05/1981,132.169998,16.55
18/05/1981,132.539993,16.2
19/05/1981,132.089996,16.56
20/05/1981,132,16.6
21/05/1981,131.75,17
22/05/1981,131.330002,16.68
26/05/1981,132.770004,15.93
27/05/1981,133.770004,16.01
28/05/1981,133.449997,15.38
29/05/1981,132.589996,15.1
01/06/1981,132.410004,15.5
02/06/1981,130.619995,15.69
03/06/1981,130.710007,15.64
04/06/1981,130.960007,15.81
05/06/1981,132.220001,15.83
08/06/1981,132.240005,15.18
09/06/1981,131.970001,15.01
10/06/1981,132.320007,14.69
11/06/1981,133.75,14.56
12/06/1981,133.490005,14.53
15/06/1981,133.610001,13.72
16/06/1981,132.149994,13.73
17/06/1981,133.320007,14.24
18/06/1981,131.639999,15
19/06/1981,132.270004,14.87
22/06/1981,131.949997,14.36
23/06/1981,133.350006,14.5
24/06/1981,132.660004,14.7
25/06/1981,132.809998,14.24
26/06/1981,132.559998,14.13
29/06/1981,131.889999,13.94
30/06/1981,131.210007,14.28
01/07/1981,129.770004,14.65
02/07/1981,128.639999,14.48
06/07/1981,127.370003,14.35
07/07/1981,128.240005,14.89
08/07/1981,128.320007,14.98
09/07/1981,129.300003,15.13
10/07/1981,129.369995,14.75
13/07/1981,129.639999,14.6
14/07/1981,129.649994,14.78
15/07/1981,130.229996,14.45
16/07/1981,130.339996,14.52
17/07/1981,130.759995,14.43
20/07/1981,128.720001,15.5
21/07/1981,128.339996,15.72
22/07/1981,127.129997,15.68
23/07/1981,127.400002,15.5
24/07/1981,128.460007,15.08
27/07/1981,129.899994,15.11
28/07/1981,129.139999,15.3
29/07/1981,129.160004,15.18
30/07/1981,130.009995,14.87
31/07/1981,130.919998,14.87
03/08/1981,130.479996,15.5
04/08/1981,131.179993,15.48
05/08/1981,132.669998,15.35
06/08/1981,132.639999,15.36
07/08/1981,131.75,15.44
10/08/1981,132.539993,15.22
11/08/1981,133.850006,14.85
12/08/1981,133.399994,15.28
13/08/1981,133.509995,15.42
14/08/1981,132.490005,15.5
17/08/1981,131.220001,15.74
18/08/1981,130.110001,15.72
19/08/1981,130.490005,15.67
20/08/1981,130.690002,15.62
21/08/1981,129.229996,15.4
24/08/1981,125.5,15.85
25/08/1981,125.129997,15.78
26/08/1981,124.959999,15.83
27/08/1981,123.510002,15.72
28/08/1981,124.080002,15.38
31/08/1981,122.790001,15.52
01/09/1981,123.019997,15.59
02/09/1981,123.489998,15.66
03/09/1981,121.239998,15.63
04/09/1981,120.07,15.56
08/09/1981,117.980003,15.65
09/09/1981,118.400002,15.36
10/09/1981,120.139999,15.01
11/09/1981,121.610001,14.52
14/09/1981,120.660004,14.45
15/09/1981,119.769997,14.29
16/09/1981,118.870003,14.34
17/09/1981,117.150002,14.32
18/09/1981,116.260002,14.34
21/09/1981,117.239998,14.27
22/09/1981,116.68,14.48
23/09/1981,115.650002,14.2
24/09/1981,115.010002,14.21
25/09/1981,112.769997,14.3
28/09/1981,115.529999,14.12
29/09/1981,115.940002,14.16
30/09/1981,116.18,14.34
01/10/1981,117.080002,14.57
02/10/1981,119.360001,14.65
05/10/1981,119.510002,14.27
06/10/1981,119.389999,13.9
07/10/1981,121.309998,13.85
08/10/1981,122.309998,13.7
09/10/1981,121.449997,13.33
12/10/1981,121.209999,-999.99
13/10/1981,120.779999,13.5
14/10/1981,118.800003,13.24
15/10/1981,119.709999,13.36
16/10/1981,119.190002,13.52
19/10/1981,118.980003,13.52
20/10/1981,120.279999,13.46
21/10/1981,120.099998,13.29
22/10/1981,119.639999,13.32
23/10/1981,118.599998,13.24
26/10/1981,118.160004,13.32
27/10/1981,119.290001,13.36
28/10/1981,119.449997,13.22
29/10/1981,119.059998,13.04
30/10/1981,121.889999,12.75
02/11/1981,124.199997,12.69
03/11/1981,124.800003,-999.99
04/11/1981,124.739998,12.3
05/11/1981,123.540001,12.18
06/11/1981,122.669998,11.68
09/11/1981,123.290001,11.19
10/11/1981,122.699997,11.15
11/11/1981,122.919998,-999.99
12/11/1981,123.190002,10.6
13/11/1981,121.669998,10.78
16/11/1981,120.239998,10.63
17/11/1981,121.150002,10.63
18/11/1981,120.260002,10.07
19/11/1981,120.709999,10.12
20/11/1981,121.709999,10.11
23/11/1981,121.599998,10.49
24/11/1981,123.510002,10.17
25/11/1981,124.050003,10.1
27/11/1981,125.089996,10.17
30/11/1981,126.349998,10.37
01/12/1981,126.099998,10.49
02/12/1981,124.690002,10.62
03/12/1981,125.120003,10.52
04/12/1981,126.260002,9.94
07/12/1981,125.190002,10.22
08/12/1981,124.82,10.26
09/12/1981,125.480003,10.38
10/12/1981,125.709999,10.68
11/12/1981,124.93,10.82
14/12/1981,122.779999,10.95
15/12/1981,122.989998,10.89
16/12/1981,122.419998,10.87
17/12/1981,123.120003,11.14
18/12/1981,124,10.87
21/12/1981,123.339996,11.1
22/12/1981,122.879997,11.03
23/12/1981,122.309998,11.32
24/12/1981,122.540001,11.1
28/12/1981,122.269997,11.27
29/12/1981,121.669998,11.7
30/12/1981,122.300003,11.36
31/12/1981,122.550003,11.08
04/01/1982,122.739998,11.39
05/01/1982,120.050003,11.72
06/01/1982,119.18,11.64
07/01/1982,118.93,11.66
08/01/1982,119.550003,11.52
11/01/1982,116.779999,11.97
12/01/1982,116.300003,11.96
13/01/1982,114.879997,12.14
14/01/1982,115.540001,12.06
15/01/1982,116.330002,12.21
18/01/1982,117.220001,12.25
19/01/1982,115.970001,12.56
20/01/1982,115.269997,12.72
21/01/1982,115.75,12.77
22/01/1982,115.379997,13.02
25/01/1982,115.410004,13.32
26/01/1982,115.190002,13.02
27/01/1982,115.739998,12.8
28/01/1982,118.919998,12.28
29/01/1982,120.400002,12.52
01/02/1982,117.779999,13.68
02/02/1982,118.010002,13.61
03/02/1982,116.480003,13.77
04/02/1982,116.419998,13.69
05/02/1982,117.260002,13.63
08/02/1982,114.629997,13.96
09/02/1982,113.68,14.18
10/02/1982,114.660004,14.15
11/02/1982,114.43,14.19
12/02/1982,114.379997,-999.99
16/02/1982,114.059998,14.57
17/02/1982,113.690002,14.47
18/02/1982,113.82,13.7
19/02/1982,113.220001,13.49
22/02/1982,111.589996,12.55
23/02/1982,111.510002,12.35
24/02/1982,113.470001,12
25/02/1982,113.209999,12.23
26/02/1982,113.110001,12.44
01/03/1982,113.309998,12.27
02/03/1982,112.68,12.37
03/03/1982,110.919998,12.28
04/03/1982,109.879997,12.18
05/03/1982,109.339996,12.19
08/03/1982,107.339996,12.12
09/03/1982,108.830002,12.36
10/03/1982,109.410004,12.41
11/03/1982,109.360001,12.64
12/03/1982,108.610001,12.81
15/03/1982,109.449997,12.89
16/03/1982,109.279999,12.73
17/03/1982,109.080002,12.76
18/03/1982,110.300003,12.83
19/03/1982,110.610001,13.04
22/03/1982,112.769997,12.65
23/03/1982,113.550003,12.53
24/03/1982,112.970001,12.68
25/03/1982,113.209999,12.75
26/03/1982,111.940002,13
29/03/1982,112.300003,13.41
30/03/1982,112.269997,13.43
31/03/1982,111.959999,13.26
01/04/1982,113.790001,13.24
02/04/1982,115.120003,13.26
05/04/1982,114.730003,13.05
06/04/1982,115.360001,13.13
07/04/1982,115.459999,13.18
08/04/1982,116.220001,13.03
12/04/1982,116,12.81
13/04/1982,115.989998,12.73
14/04/1982,115.830002,12.81
15/04/1982,116.349998,12.86
16/04/1982,116.809998,12.64
19/04/1982,116.699997,12.48
20/04/1982,115.440002,12.46
21/04/1982,115.720001,12.19
22/04/1982,117.190002,12.42
23/04/1982,118.639999,12.39
26/04/1982,119.260002,12.44
27/04/1982,118,12.43
28/04/1982,117.260002,12.44
29/04/1982,116.139999,12.44
30/04/1982,116.440002,12.34
03/05/1982,116.82,12.74
04/05/1982,117.459999,12.73
05/05/1982,117.669998,12.62
06/05/1982,118.68,12.34
07/05/1982,119.470001,12.25
10/05/1982,118.379997,12.33
11/05/1982,119.419998,12.3
12/05/1982,119.169998,12.4
13/05/1982,118.220001,12.5
14/05/1982,118.010002,12.36
17/05/1982,116.709999,12.32
18/05/1982,115.839996,12.23
19/05/1982,114.889999,11.94
20/05/1982,114.589996,11.5
21/05/1982,114.889999,11.51
24/05/1982,114.790001,11.5
25/05/1982,114.400002,11.57
26/05/1982,113.110001,11.55
27/05/1982,112.660004,11.57
28/05/1982,111.879997,11.5
01/06/1982,111.68,12.01
02/06/1982,112.040001,12.06
03/06/1982,111.860001,12.07
04/06/1982,110.089996,12.22
07/06/1982,110.120003,12.09
08/06/1982,109.629997,12.17
09/06/1982,108.989998,12.08
10/06/1982,109.610001,11.98
11/06/1982,111.239998,11.99
14/06/1982,109.959999,12.34
15/06/1982,109.690002,12.36
16/06/1982,108.870003,12.31
17/06/1982,107.599998,12.56
18/06/1982,107.279999,12.73
21/06/1982,107.199997,12.56
22/06/1982,108.300003,12.78
23/06/1982,110.139999,12.87
24/06/1982,109.830002,12.99
25/06/1982,109.139999,13.19
