,^GSPC,DTB3
19/04/1999,1289.47998,4.22
20/04/1999,1306.170044,4.26
21/04/1999,1336.119995,4.24
22/04/1999,1358.819946,4.28
23/04/1999,1356.849976,4.31
26/04/1999,1360.040039,4.35
27/04/1999,1362.800049,4.38
28/04/1999,1350.910034,4.39
29/04/1999,1342.829956,4.39
30/04/1999,1335.180054,4.43
03/05/1999,1354.630005,4.47
04/05/1999,1332,4.5
05/05/1999,1347.310059,4.48
06/05/1999,1332.050049,4.49
07/05/1999,1345,4.49
10/05/1999,1340.300049,4.47
11/05/1999,1355.609985,4.49
12/05/1999,1364,4.47
13/05/1999,1367.560059,4.46
14/05/1999,1337.800049,4.51
17/05/1999,1339.48999,4.55
18/05/1999,1333.319946,4.53
19/05/1999,1344.22998,4.5
20/05/1999,1338.829956,4.48
21/05/1999,1330.290039,4.48
24/05/1999,1306.650024,4.51
25/05/1999,1284.400024,4.51
26/05/1999,1304.76001,4.53
27/05/1999,1281.410034,4.52
28/05/1999,1301.839966,4.53
01/06/1999,1294.26001,4.56
02/06/1999,1294.810059,4.61
03/06/1999,1299.540039,4.52
04/06/1999,1327.75,4.44
07/06/1999,1334.52002,4.4
08/06/1999,1317.329956,4.49
09/06/1999,1318.640015,4.47
10/06/1999,1302.819946,4.54
11/06/1999,1293.640015,4.6
14/06/1999,1294,4.57
15/06/1999,1301.160034,4.61
16/06/1999,1330.410034,4.54
17/06/1999,1339.900024,4.51
18/06/1999,1342.839966,4.55
21/06/1999,1349,4.57
22/06/1999,1335.880005,4.6
23/06/1999,1333.060059,4.6
24/06/1999,1315.780029,4.6
25/06/1999,1315.310059,4.66
28/06/1999,1331.349976,4.68
29/06/1999,1351.449951,4.7
30/06/1999,1372.709961,4.65
01/07/1999,1380.959961,4.55
02/07/1999,1391.219971,4.55
06/07/1999,1388.119995,4.53
07/07/1999,1395.859985,4.54
08/07/1999,1394.420044,4.55
09/07/1999,1403.280029,4.56
12/07/1999,1399.099976,4.57
13/07/1999,1393.560059,4.58
14/07/1999,1398.170044,4.59
15/07/1999,1409.619995,4.57
16/07/1999,1418.780029,4.55
19/07/1999,1407.650024,4.52
20/07/1999,1377.099976,4.51
21/07/1999,1379.290039,4.46
22/07/1999,1360.969971,4.48
23/07/1999,1356.939941,4.52
26/07/1999,1347.76001,4.58
27/07/1999,1362.839966,4.57
28/07/1999,1365.400024,4.58
29/07/1999,1341.030029,4.59
30/07/1999,1328.719971,4.62
02/08/1999,1328.050049,4.65
03/08/1999,1322.180054,4.7
04/08/1999,1305.329956,4.65
05/08/1999,1313.709961,4.61
06/08/1999,1300.290039,4.66
09/08/1999,1297.800049,4.76
10/08/1999,1281.430054,4.81
11/08/1999,1301.930054,4.77
12/08/1999,1298.160034,4.66
13/08/1999,1327.680054,4.6
16/08/1999,1330.77002,4.62
17/08/1999,1344.160034,4.69
18/08/1999,1332.839966,4.63
19/08/1999,1323.589966,4.62
20/08/1999,1336.609985,4.7
23/08/1999,1360.219971,4.78
24/08/1999,1363.5,4.85
25/08/1999,1381.790039,4.79
26/08/1999,1362.01001,4.79
27/08/1999,1348.27002,4.84
30/08/1999,1324.02002,4.85
31/08/1999,1320.410034,4.84
01/09/1999,1331.069946,4.83
02/09/1999,1319.109985,4.78
03/09/1999,1357.23999,4.78
07/09/1999,1350.449951,4.69
08/09/1999,1344.150024,4.69
09/09/1999,1347.660034,4.68
10/09/1999,1351.660034,4.62
13/09/1999,1344.130005,4.64
14/09/1999,1336.290039,4.69
15/09/1999,1317.969971,4.62
16/09/1999,1318.47998,4.57
17/09/1999,1335.420044,4.54
20/09/1999,1335.530029,4.56
21/09/1999,1307.579956,4.66
22/09/1999,1310.51001,4.69
23/09/1999,1280.410034,4.69
24/09/1999,1277.359985,4.65
27/09/1999,1283.310059,4.68
28/09/1999,1282.199951,4.71
29/09/1999,1268.369995,4.69
30/09/1999,1282.709961,4.74
01/10/1999,1282.810059,4.74
04/10/1999,1304.599976,4.69
05/10/1999,1301.349976,4.72
06/10/1999,1325.400024,4.68
07/10/1999,1317.640015,4.7
08/10/1999,1336.02002,4.68
11/10/1999,1335.209961,-999.99
12/10/1999,1313.040039,4.73
13/10/1999,1285.550049,4.84
14/10/1999,1283.420044,4.88
15/10/1999,1247.410034,4.9
18/10/1999,1254.130005,4.94
19/10/1999,1261.319946,5
20/10/1999,1289.430054,5
21/10/1999,1283.609985,4.99
22/10/1999,1301.650024,4.92
25/10/1999,1293.630005,4.89
26/10/1999,1281.910034,5
27/10/1999,1296.709961,4.99
28/10/1999,1342.439941,4.96
29/10/1999,1362.930054,4.97
01/11/1999,1354.119995,4.98
02/11/1999,1347.73999,4.99
03/11/1999,1354.930054,4.97
04/11/1999,1362.640015,4.95
05/11/1999,1370.22998,4.99
08/11/1999,1377.01001,5.04
09/11/1999,1365.280029,5.04
10/11/1999,1373.459961,5.05
11/11/1999,1381.459961,-999.99
12/11/1999,1396.060059,5.08
15/11/1999,1394.390015,5.12
16/11/1999,1420.069946,5.14
17/11/1999,1410.709961,5.09
18/11/1999,1424.939941,5.08
19/11/1999,1422,5.08
22/11/1999,1420.939941,5.08
23/11/1999,1404.640015,5.13
24/11/1999,1417.079956,5.14
26/11/1999,1416.619995,5.14
29/11/1999,1407.829956,5.17
30/11/1999,1388.910034,5.15
01/12/1999,1397.719971,5.12
02/12/1999,1409.040039,5.1
03/12/1999,1433.300049,5.1
06/12/1999,1423.329956,5.09
07/12/1999,1409.170044,5.07
08/12/1999,1403.880005,5.07
09/12/1999,1408.109985,5.1
10/12/1999,1417.040039,5.14
13/12/1999,1415.219971,5.22
14/12/1999,1403.170044,5.23
15/12/1999,1413.329956,5.19
16/12/1999,1418.780029,5.23
17/12/1999,1421.030029,5.28
20/12/1999,1418.089966,5.39
21/12/1999,1433.430054,5.42
22/12/1999,1436.130005,5.39
23/12/1999,1458.339966,5.31
27/12/1999,1457.099976,5.3
28/12/1999,1457.660034,5.25
29/12/1999,1463.459961,5.08
30/12/1999,1464.469971,5.07
31/12/1999,1469.25,5.17
03/01/2000,1455.219971,5.27
04/01/2000,1399.420044,5.27
05/01/2000,1402.109985,5.28
06/01/2000,1403.449951,5.25
07/01/2000,1441.469971,5.22
10/01/2000,1457.599976,5.24
11/01/2000,1438.560059,5.27
12/01/2000,1432.25,5.29
13/01/2000,1449.680054,5.25
14/01/2000,1465.150024,5.25
18/01/2000,1455.140015,5.24
19/01/2000,1455.900024,5.35
20/01/2000,1445.569946,5.32
21/01/2000,1441.359985,5.31
24/01/2000,1401.530029,5.32
25/01/2000,1410.030029,5.4
26/01/2000,1404.089966,5.41
27/01/2000,1398.560059,5.42
28/01/2000,1360.160034,5.48
31/01/2000,1394.459961,5.53
01/02/2000,1409.280029,5.54
02/02/2000,1409.119995,5.49
03/02/2000,1424.969971,5.46
04/02/2000,1424.369995,5.5
07/02/2000,1424.23999,5.47
08/02/2000,1441.719971,5.52
09/02/2000,1411.709961,5.49
10/02/2000,1416.829956,5.5
11/02/2000,1387.119995,5.49
14/02/2000,1389.939941,5.47
15/02/2000,1402.050049,5.58
16/02/2000,1387.670044,5.56
17/02/2000,1388.26001,5.57
18/02/2000,1346.089966,5.58
22/02/2000,1352.170044,5.6
23/02/2000,1360.689941,5.64
24/02/2000,1353.430054,5.63
25/02/2000,1333.359985,5.62
28/02/2000,1348.050049,5.63
29/02/2000,1366.420044,5.62
01/03/2000,1379.189941,5.6
02/03/2000,1381.76001,5.6
03/03/2000,1409.170044,5.63
06/03/2000,1391.280029,5.66
07/03/2000,1355.619995,5.67
08/03/2000,1366.699951,5.67
09/03/2000,1401.689941,5.66
10/03/2000,1395.069946,5.7
13/03/2000,1383.619995,5.71
14/03/2000,1359.150024,5.71
15/03/2000,1392.140015,5.69
16/03/2000,1458.469971,5.7
17/03/2000,1464.469971,5.72
20/03/2000,1456.630005,5.74
21/03/2000,1493.869995,5.74
22/03/2000,1500.640015,5.74
23/03/2000,1527.349976,5.73
24/03/2000,1527.459961,5.74
27/03/2000,1523.859985,5.69
28/03/2000,1507.72998,5.72
29/03/2000,1508.52002,5.73
30/03/2000,1487.920044,5.71
31/03/2000,1498.579956,5.72
03/04/2000,1505.969971,5.69
04/04/2000,1494.72998,5.67
05/04/2000,1487.369995,5.7
06/04/2000,1501.339966,5.72
07/04/2000,1516.349976,5.73
10/04/2000,1504.459961,5.7
11/04/2000,1500.589966,5.67
12/04/2000,1467.170044,5.67
13/04/2000,1440.51001,5.65
14/04/2000,1356.560059,5.65
17/04/2000,1401.439941,5.65
18/04/2000,1441.609985,5.65
19/04/2000,1427.469971,5.65
20/04/2000,1434.540039,5.63
24/04/2000,1429.859985,5.61
25/04/2000,1477.439941,5.63
26/04/2000,1460.98999,5.59
27/04/2000,1464.920044,5.59
28/04/2000,1452.430054,5.66
01/05/2000,1468.25,5.67
02/05/2000,1446.290039,5.75
03/05/2000,1415.099976,5.74
04/05/2000,1409.569946,5.73
05/05/2000,1432.630005,5.79
08/05/2000,1424.170044,5.87
09/05/2000,1412.140015,5.96
10/05/2000,1383.050049,5.96
11/05/2000,1407.810059,5.96
12/05/2000,1420.959961,5.96
15/05/2000,1452.359985,5.94
16/05/2000,1466.040039,6.02
17/05/2000,1447.800049,5.88
18/05/2000,1437.209961,5.75
19/05/2000,1406.949951,5.71
22/05/2000,1400.719971,5.71
23/05/2000,1373.859985,5.84
24/05/2000,1399.050049,5.75
25/05/2000,1381.52002,5.68
26/05/2000,1378.02002,5.65
30/05/2000,1422.449951,5.6
31/05/2000,1420.599976,5.48
01/06/2000,1448.810059,5.57
02/06/2000,1477.26001,5.7
05/06/2000,1467.630005,5.72
06/06/2000,1457.839966,5.82
07/06/2000,1471.359985,5.75
08/06/2000,1461.670044,5.74
09/06/2000,1456.949951,5.75
12/06/2000,1446,5.69
13/06/2000,1469.439941,5.72
14/06/2000,1470.540039,5.66
15/06/2000,1478.72998,5.67
16/06/2000,1464.459961,5.66
19/06/2000,1486,5.64
20/06/2000,1475.949951,5.63
21/06/2000,1479.130005,5.65
22/06/2000,1452.180054,5.67
23/06/2000,1441.47998,5.69
26/06/2000,1455.310059,5.66
27/06/2000,1450.550049,5.67
28/06/2000,1454.819946,5.65
29/06/2000,1442.390015,5.68
30/06/2000,1454.599976,5.71
03/07/2000,1469.540039,5.75
05/07/2000,1446.22998,5.82
06/07/2000,1456.670044,5.85
07/07/2000,1478.900024,5.87
10/07/2000,1475.619995,5.9
11/07/2000,1480.880005,5.93
12/07/2000,1492.920044,5.99
13/07/2000,1495.839966,6
14/07/2000,1509.97998,5.99
17/07/2000,1510.48999,5.98
18/07/2000,1493.73999,5.98
19/07/2000,1481.959961,6
20/07/2000,1495.569946,6
21/07/2000,1480.189941,5.95
24/07/2000,1464.290039,5.98
25/07/2000,1474.469971,6.02
26/07/2000,1452.420044,6
27/07/2000,1449.619995,6.04
28/07/2000,1419.890015,6.02
31/07/2000,1430.829956,6.03
01/08/2000,1438.099976,6.07
02/08/2000,1438.699951,6.07
03/08/2000,1452.560059,6.05
04/08/2000,1462.930054,6.05
07/08/2000,1479.319946,6.06
08/08/2000,1482.800049,6.08
09/08/2000,1472.869995,6.07
10/08/2000,1460.25,6.07
11/08/2000,1471.839966,6.11
14/08/2000,1491.560059,6.09
15/08/2000,1484.430054,6.1
16/08/2000,1479.849976,6.09
17/08/2000,1496.069946,6.09
18/08/2000,1491.719971,6.09
21/08/2000,1499.47998,6.09
22/08/2000,1498.130005,6.1
23/08/2000,1505.969971,6.11
24/08/2000,1508.310059,6.11
25/08/2000,1506.449951,6.13
28/08/2000,1514.089966,6.14
29/08/2000,1509.839966,6.13
30/08/2000,1502.589966,6.14
31/08/2000,1517.680054,6.13
01/09/2000,1520.77002,6.09
05/09/2000,1507.079956,6.07
06/09/2000,1492.25,6.03
07/09/2000,1502.51001,6.02
08/09/2000,1494.5,5.97
11/09/2000,1489.26001,5.95
12/09/2000,1481.98999,5.92
13/09/2000,1484.910034,5.92
14/09/2000,1480.869995,5.97
15/09/2000,1465.810059,5.97
18/09/2000,1444.51001,5.97
19/09/2000,1459.900024,5.99
20/09/2000,1451.339966,5.98
21/09/2000,1449.050049,5.98
22/09/2000,1448.719971,5.99
25/09/2000,1439.030029,5.99
26/09/2000,1427.209961,6
27/09/2000,1426.569946,6.02
28/09/2000,1458.290039,6.07
29/09/2000,1436.51001,6.05
02/10/2000,1436.22998,6.03
03/10/2000,1426.459961,6.06
04/10/2000,1434.319946,6.06
05/10/2000,1436.280029,6.07
06/10/2000,1408.98999,6.06
09/10/2000,1402.030029,-999.99
10/10/2000,1387.02002,6.05
11/10/2000,1364.589966,6.05
12/10/2000,1329.780029,6.01
13/10/2000,1374.170044,6.02
16/10/2000,1374.619995,6.06
17/10/2000,1349.969971,6.12
18/10/2000,1342.130005,6.12
19/10/2000,1388.76001,6.14
20/10/2000,1396.930054,6.13
23/10/2000,1395.780029,6.16
24/10/2000,1398.130005,6.17
25/10/2000,1364.900024,6.2
26/10/2000,1364.439941,6.18
27/10/2000,1379.579956,6.17
30/10/2000,1398.660034,6.19
31/10/2000,1429.400024,6.19
01/11/2000,1421.219971,6.18
02/11/2000,1428.319946,6.19
03/11/2000,1426.689941,6.2
06/11/2000,1432.189941,6.24
07/11/2000,1431.869995,6.23
08/11/2000,1409.280029,6.22
09/11/2000,1400.140015,6.21
10/11/2000,1365.97998,6.19
13/11/2000,1351.26001,6.19
14/11/2000,1382.949951,6.18
15/11/2000,1389.810059,6.19
16/11/2000,1372.319946,6.17
17/11/2000,1367.719971,6.17
20/11/2000,1342.619995,6.18
21/11/2000,1347.349976,6.18
22/11/2000,1322.359985,6.18
24/11/2000,1341.77002,6.18
27/11/2000,1348.969971,6.14
28/11/2000,1336.089966,6.1
29/11/2000,1341.930054,6.06
30/11/2000,1314.949951,6.03
01/12/2000,1315.22998,6.05
04/12/2000,1324.969971,6
05/12/2000,1376.540039,5.91
06/12/2000,1351.459961,5.92
07/12/2000,1343.550049,5.94
08/12/2000,1369.890015,5.92
11/12/2000,1380.199951,5.91
12/12/2000,1371.180054,5.89
13/12/2000,1359.98999,5.89
14/12/2000,1340.930054,5.89
15/12/2000,1312.150024,5.85
18/12/2000,1322.73999,5.78
19/12/2000,1305.599976,5.76
20/12/2000,1264.73999,5.66
21/12/2000,1274.859985,5.24
22/12/2000,1305.949951,5.13
26/12/2000,1315.189941,5.61
27/12/2000,1328.920044,5.59
28/12/2000,1334.219971,5.71
29/12/2000,1320.280029,5.73
02/01/2001,1283.27002,5.69
03/01/2001,1347.560059,5.53
04/01/2001,1333.339966,5.23
05/01/2001,1298.349976,4.99
08/01/2001,1295.859985,5.06
09/01/2001,1300.800049,5.1
10/01/2001,1313.27002,5.15
11/01/2001,1326.819946,5.17
12/01/2001,1318.550049,5.19
16/01/2001,1326.650024,5.22
17/01/2001,1329.469971,5.22
18/01/2001,1347.969971,5.14
19/01/2001,1342.540039,5.1
22/01/2001,1342.900024,5.11
23/01/2001,1360.400024,5.1
24/01/2001,1364.300049,5.14
25/01/2001,1357.51001,5.14
26/01/2001,1354.949951,5.04
29/01/2001,1364.170044,4.99
30/01/2001,1373.72998,4.89
31/01/2001,1366.01001,4.86
01/02/2001,1373.469971,4.87
02/02/2001,1349.469971,4.93
05/02/2001,1354.310059,4.96
06/02/2001,1352.26001,4.94
07/02/2001,1340.890015,4.94
08/02/2001,1332.530029,4.95
09/02/2001,1314.76001,4.93
12/02/2001,1330.310059,4.93
13/02/2001,1318.800049,4.92
14/02/2001,1315.920044,4.94
15/02/2001,1326.609985,4.95
16/02/2001,1301.530029,4.89
20/02/2001,1278.939941,4.92
21/02/2001,1255.27002,4.89
22/02/2001,1252.819946,4.88
23/02/2001,1245.859985,4.77
26/02/2001,1267.650024,4.71
27/02/2001,1257.939941,4.7
28/02/2001,1239.939941,4.73
01/03/2001,1241.22998,4.72
02/03/2001,1234.180054,4.72
05/03/2001,1241.410034,4.7
06/03/2001,1253.800049,4.67
07/03/2001,1261.890015,4.57
08/03/2001,1264.73999,4.56
09/03/2001,1233.420044,4.61
12/03/2001,1180.160034,4.54
13/03/2001,1197.660034,4.54
14/03/2001,1166.709961,4.43
15/03/2001,1173.560059,4.41
16/03/2001,1150.530029,4.43
19/03/2001,1170.810059,4.42
20/03/2001,1142.619995,4.38
21/03/2001,1122.140015,4.21
22/03/2001,1117.579956,4.16
23/03/2001,1139.829956,4.19
26/03/2001,1152.689941,4.19
27/03/2001,1182.170044,4.24
28/03/2001,1153.290039,4.23
29/03/2001,1147.949951,4.22
30/03/2001,1160.329956,4.2
02/04/2001,1145.869995,4.12
03/04/2001,1106.459961,4.05
04/04/2001,1103.25,4
05/04/2001,1151.439941,4.01
06/04/2001,1128.430054,3.85
09/04/2001,1137.589966,3.84
10/04/2001,1168.380005,3.85
11/04/2001,1165.890015,3.98
12/04/2001,1183.5,3.92
16/04/2001,1179.680054,4.05
17/04/2001,1191.810059,4.02
18/04/2001,1238.160034,3.82
19/04/2001,1253.689941,3.78
20/04/2001,1242.97998,3.68
23/04/2001,1224.359985,3.66
24/04/2001,1209.469971,3.71
25/04/2001,1228.75,3.75
26/04/2001,1234.52002,3.74
27/04/2001,1253.050049,3.76
30/04/2001,1249.459961,3.86
01/05/2001,1266.439941,3.83
02/05/2001,1267.430054,3.8
03/05/2001,1248.579956,3.75
04/05/2001,1266.609985,3.65
07/05/2001,1263.51001,3.65
08/05/2001,1261.199951,3.62
09/05/2001,1255.540039,3.64
10/05/2001,1255.180054,3.66
11/05/2001,1245.670044,3.69
14/05/2001,1248.920044,3.63
15/05/2001,1249.439941,3.55
16/05/2001,1284.98999,3.49
17/05/2001,1288.48999,3.49
18/05/2001,1291.959961,3.53
21/05/2001,1312.829956,3.57
22/05/2001,1309.380005,3.56
23/05/2001,1289.050049,3.56
24/05/2001,1293.170044,3.62
25/05/2001,1277.890015,3.58
29/05/2001,1267.930054,3.63
30/05/2001,1248.079956,3.6
31/05/2001,1255.819946,3.55
01/06/2001,1260.670044,3.59
04/06/2001,1267.109985,3.6
05/06/2001,1283.569946,3.55
06/06/2001,1270.030029,3.54
07/06/2001,1276.959961,3.55
08/06/2001,1264.959961,3.56
11/06/2001,1254.390015,3.52
12/06/2001,1255.849976,3.48
13/06/2001,1241.599976,3.47
14/06/2001,1219.869995,3.48
15/06/2001,1214.359985,3.44
18/06/2001,1208.430054,3.44
19/06/2001,1212.579956,3.43
20/06/2001,1223.140015,3.41
21/06/2001,1237.040039,3.43
22/06/2001,1225.349976,3.37
25/06/2001,1218.599976,3.38
26/06/2001,1216.76001,3.38
27/06/2001,1211.069946,3.44
28/06/2001,1226.199951,3.56
29/06/2001,1224.380005,3.57
02/07/2001,1236.719971,3.59
03/07/2001,1234.449951,3.58
05/07/2001,1219.23999,3.57
06/07/2001,1190.589966,3.55
09/07/2001,1198.780029,3.57
10/07/2001,1181.52002,3.55
11/07/2001,1180.180054,3.5
12/07/2001,1208.140015,3.52
13/07/2001,1215.680054,3.54
16/07/2001,1202.449951,3.56
17/07/2001,1214.439941,3.53
18/07/2001,1207.709961,3.46
19/07/2001,1215.02002,3.47
20/07/2001,1210.849976,3.45
23/07/2001,1191.030029,3.48
24/07/2001,1171.650024,3.48
25/07/2001,1190.48999,3.48
26/07/2001,1202.930054,3.48
27/07/2001,1205.819946,3.47
30/07/2001,1204.52002,3.49
31/07/2001,1211.22998,3.46
01/08/2001,1215.930054,3.45
02/08/2001,1220.75,3.45
03/08/2001,1214.349976,3.44
06/08/2001,1200.47998,3.44
07/08/2001,1204.400024,3.44
08/08/2001,1183.530029,3.41
09/08/2001,1183.430054,3.38
10/08/2001,1190.160034,3.36
13/08/2001,1191.290039,3.37
14/08/2001,1186.72998,3.35
15/08/2001,1178.02002,3.35
16/08/2001,1181.660034,3.32
17/08/2001,1161.969971,3.29
20/08/2001,1171.410034,3.34
21/08/2001,1157.26001,3.31
22/08/2001,1165.310059,3.31
23/08/2001,1162.089966,3.33
24/08/2001,1184.930054,3.35
27/08/2001,1179.209961,3.37
28/08/2001,1161.51001,3.33
29/08/2001,1148.560059,3.34
30/08/2001,1129.030029,3.29
31/08/2001,1133.579956,3.3
04/09/2001,1132.939941,3.36
05/09/2001,1131.73999,3.33
06/09/2001,1106.400024,3.27
07/09/2001,1085.780029,3.2
10/09/2001,1092.540039,3.19
17/09/2001,1038.77002,2.54
18/09/2001,1032.73999,2.43
19/09/2001,1016.099976,2.15
20/09/2001,984.539978,2.18
21/09/2001,965.799988,2.21
24/09/2001,1003.450012,2.33
25/09/2001,1012.27002,2.35
26/09/2001,1007.039978,2.33
27/09/2001,1018.609985,2.33
28/09/2001,1040.939941,2.35
01/10/2001,1038.550049,2.32
02/10/2001,1051.329956,2.22
03/10/2001,1072.280029,2.19
04/10/2001,1069.630005,2.17
05/10/2001,1071.380005,2.15
08/10/2001,1062.439941,-999.99
09/10/2001,1056.75,2.18
10/10/2001,1080.98999,2.18
11/10/2001,1097.430054,2.23
12/10/2001,1091.650024,2.21
15/10/2001,1089.97998,2.21
16/10/2001,1097.540039,2.18
17/10/2001,1077.089966,2.18
18/10/2001,1068.609985,2.15
19/10/2001,1073.47998,2.15
22/10/2001,1089.900024,2.18
23/10/2001,1084.780029,2.16
24/10/2001,1085.199951,2.13
25/10/2001,1100.089966,2.1
26/10/2001,1104.609985,2.1
29/10/2001,1078.300049,2.05
30/10/2001,1059.790039,2.01
31/10/2001,1059.780029,2.01
01/11/2001,1084.099976,2.02
02/11/2001,1087.199951,1.97
05/11/2001,1102.839966,1.97
06/11/2001,1118.859985,1.82
07/11/2001,1115.800049,1.77
08/11/2001,1118.540039,1.81
09/11/2001,1120.310059,1.8
12/11/2001,1118.329956,-999.99
13/11/2001,1139.089966,1.81
14/11/2001,1141.209961,1.84
15/11/2001,1142.23999,1.88
16/11/2001,1138.650024,1.91
19/11/2001,1151.060059,1.9
20/11/2001,1142.660034,1.91
21/11/2001,1137.030029,1.92
23/11/2001,1150.339966,1.91
26/11/2001,1157.420044,1.94
27/11/2001,1149.5,1.88
28/11/2001,1128.52002,1.84
29/11/2001,1140.199951,1.77
30/11/2001,1139.449951,1.75
03/12/2001,1129.900024,1.75
04/12/2001,1144.800049,1.71
05/12/2001,1170.349976,1.74
06/12/2001,1167.099976,1.72
07/12/2001,1158.310059,1.66
10/12/2001,1139.930054,1.68
11/12/2001,1136.76001,1.63
12/12/2001,1137.069946,1.64
13/12/2001,1119.380005,1.66
14/12/2001,1123.089966,1.7
17/12/2001,1134.359985,1.71
18/12/2001,1142.920044,1.68
19/12/2001,1149.560059,1.66
20/12/2001,1139.930054,1.66
21/12/2001,1144.890015,1.68
24/12/2001,1144.650024,1.69
26/12/2001,1149.369995,1.72
27/12/2001,1157.130005,1.71
28/12/2001,1161.02002,1.69
31/12/2001,1148.079956,1.71
02/01/2002,1154.670044,1.71
03/01/2002,1165.27002,1.7
04/01/2002,1172.51001,1.69
07/01/2002,1164.890015,1.65
08/01/2002,1160.709961,1.65
09/01/2002,1155.140015,1.65
10/01/2002,1156.550049,1.65
11/01/2002,1145.599976,1.55
14/01/2002,1138.410034,1.55
15/01/2002,1146.189941,1.57
16/01/2002,1127.569946,1.58
17/01/2002,1138.880005,1.61
18/01/2002,1127.579956,1.59
22/01/2002,1119.310059,1.67
23/01/2002,1128.180054,1.68
24/01/2002,1132.150024,1.69
25/01/2002,1133.280029,1.69
28/01/2002,1133.060059,1.73
29/01/2002,1100.640015,1.69
30/01/2002,1113.569946,1.72
31/01/2002,1130.199951,1.73
01/02/2002,1122.199951,1.73
04/02/2002,1094.439941,1.74
05/02/2002,1090.02002,1.73
06/02/2002,1083.51001,1.71
07/02/2002,1080.170044,1.7
08/02/2002,1096.219971,1.7
11/02/2002,1111.939941,1.72
12/02/2002,1107.5,1.72
13/02/2002,1118.51001,1.73
14/02/2002,1116.47998,1.72
15/02/2002,1104.180054,1.71
19/02/2002,1083.339966,1.73
20/02/2002,1097.97998,1.73
21/02/2002,1080.949951,1.73
22/02/2002,1089.839966,1.73
25/02/2002,1109.430054,1.74
26/02/2002,1109.380005,1.74
27/02/2002,1109.890015,1.74
28/02/2002,1106.72998,1.76
01/03/2002,1131.780029,1.74
04/03/2002,1153.839966,1.78
05/03/2002,1146.140015,1.77
06/03/2002,1162.77002,1.75
07/03/2002,1157.540039,1.75
08/03/2002,1164.310059,1.77
11/03/2002,1168.26001,1.83
12/03/2002,1165.579956,1.81
13/03/2002,1154.089966,1.79
14/03/2002,1153.040039,1.82
15/03/2002,1166.160034,1.82
18/03/2002,1165.550049,1.85
19/03/2002,1170.290039,1.82
20/03/2002,1151.849976,1.81
21/03/2002,1153.589966,1.8
22/03/2002,1148.699951,1.8
25/03/2002,1131.869995,1.82
26/03/2002,1138.48999,1.78
27/03/2002,1144.579956,1.78
28/03/2002,1147.390015,1.76
01/04/2002,1146.540039,1.76
02/04/2002,1136.76001,1.77
03/04/2002,1125.400024,1.76
04/04/2002,1126.339966,1.75
05/04/2002,1122.72998,1.73
08/04/2002,1125.290039,1.72
09/04/2002,1117.800049,1.7
10/04/2002,1130.469971,1.68
11/04/2002,1103.689941,1.69
12/04/2002,1111.01001,1.68
15/04/2002,1102.550049,1.69
16/04/2002,1128.369995,1.71
17/04/2002,1126.069946,1.7
18/04/2002,1124.469971,1.69
19/04/2002,1125.170044,1.7
22/04/2002,1107.829956,1.69
23/04/2002,1100.959961,1.7
24/04/2002,1093.140015,1.69
25/04/2002,1091.47998,1.71
26/04/2002,1076.319946,1.72
29/04/2002,1065.449951,1.75
30/04/2002,1076.920044,1.74
01/05/2002,1086.459961,1.74
02/05/2002,1084.560059,1.74
03/05/2002,1073.430054,1.73
06/05/2002,1052.670044,1.75
07/05/2002,1049.48999,1.73
08/05/2002,1088.849976,1.73
09/05/2002,1073.01001,1.74
10/05/2002,1054.98999,1.74
13/05/2002,1074.560059,1.76
14/05/2002,1097.280029,1.75
15/05/2002,1091.069946,1.73
16/05/2002,1098.22998,1.72
17/05/2002,1106.589966,1.73
20/05/2002,1091.880005,1.74
21/05/2002,1079.880005,1.72
22/05/2002,1086.02002,1.71
23/05/2002,1097.079956,1.71
24/05/2002,1083.819946,1.71
28/05/2002,1074.550049,1.74
29/05/2002,1067.660034,1.72
30/05/2002,1064.660034,1.72
31/05/2002,1067.140015,1.71
03/06/2002,1040.680054,1.74
04/06/2002,1040.689941,1.73
05/06/2002,1049.900024,1.72
06/06/2002,1029.150024,1.71
07/06/2002,1027.530029,1.71
10/06/2002,1030.73999,1.73
11/06/2002,1013.599976,1.72
12/06/2002,1020.26001,1.71
13/06/2002,1009.559998,1.69
14/06/2002,1007.27002,1.68
17/06/2002,1036.170044,1.71
18/06/2002,1037.140015,1.7
19/06/2002,1019.98999,1.68
20/06/2002,1006.289978,1.7
21/06/2002,989.140015,1.69
24/06/2002,992.719971,1.71
25/06/2002,976.140015,1.7
26/06/2002,973.530029,1.67
27/06/2002,990.640015,1.67
28/06/2002,989.820007,1.67
01/07/2002,968.650024,1.69
02/07/2002,948.090027,1.69
03/07/2002,953.98999,1.69
05/07/2002,989.030029,1.69
08/07/2002,976.97998,1.7
09/07/2002,952.830017,1.69
10/07/2002,920.469971,1.69
11/07/2002,927.369995,1.69
12/07/2002,921.390015,1.68
15/07/2002,917.929993,1.69
16/07/2002,900.940002,1.69
17/07/2002,906.039978,1.69
18/07/2002,881.559998,1.69
19/07/2002,847.75,1.68
22/07/2002,819.849976,1.67
23/07/2002,797.700012,1.67
24/07/2002,843.429993,1.66
25/07/2002,838.679993,1.67
26/07/2002,852.840027,1.66
29/07/2002,898.960022,1.69
30/07/2002,902.780029,1.69
31/07/2002,911.619995,1.68
01/08/2002,884.659973,1.65
